time;NETWORK__BUS__A_TN_Upu_value;NETWORK__BUS__B_TN_Upu_value;NETWORK__BUS__A2_TN_Upu_value;NETWORK__BUS__B2_TN_Upu_value;NETWORK__BUS__C_TN_Upu_value;NETWORK__BUS__E_TN_Upu_value;NETWORK__BUS__F_TN_Upu_value;GFLVSC_WP1_injectorGFL_PGenPu;GFLVSC_WP1_injectorGFL_QGenPu;GFLVSC_WP1_injectorGFL_UConvPu;GFLVSC_WP1_injectorGFL_UPccPu;GFLVSC_WP2_injectorGFL_PGenPu;GFLVSC_WP2_injectorGFL_QGenPu;GFLVSC_WP2_injectorGFL_UConvPu;GFLVSC_WP2_injectorGFL_UPccPu;GFLVSC_HVDC1_injectorGFL_PGenPu;GFLVSC_HVDC1_injectorGFL_QGenPu;GFLVSC_HVDC1_injectorGFL_UConvPu;GFLVSC_HVDC1_injectorGFL_UPccPu;GFLVSC_HVDC2_injectorGFL_PGenPu;GFLVSC_HVDC2_injectorGFL_QGenPu;GFLVSC_HVDC2_injectorGFL_UConvPu;GFLVSC_HVDC2_injectorGFL_UPccPu;
0.04096;1.00758;1.00542;1.03188;0.99256;1.00001;1.04756;0.99974;0.82996;-0.06108;1.04887;1.04756;0.82988;-0.32639;0.97001;0.99974;-0.93767;-0.08491;1.00002;1.00758;-0.94560;0.20364;1.04085;1.00542;
0.08192;1.00758;1.00542;1.03187;0.99255;1.00000;1.04756;0.99973;0.82996;-0.06109;1.04887;1.04756;0.82988;-0.32639;0.97000;0.99973;-0.93767;-0.08492;1.00001;1.00758;-0.94559;0.20363;1.04084;1.00542;
0.16384;1.00757;1.00542;1.03187;0.99255;1.00000;1.04756;0.99973;0.82996;-0.06109;1.04886;1.04756;0.82987;-0.32639;0.97000;0.99973;-0.93767;-0.08492;1.00001;1.00757;-0.94559;0.20363;1.04084;1.00542;
0.32768;1.00757;1.00542;1.03187;0.99255;1.00000;1.04756;0.99973;0.82996;-0.06109;1.04886;1.04756;0.82987;-0.32639;0.97000;0.99973;-0.93767;-0.08492;1.00001;1.00757;-0.94559;0.20363;1.04084;1.00542;
0.65536;1.00757;1.00542;1.03187;0.99255;1.00000;1.04756;0.99973;0.82996;-0.06109;1.04886;1.04756;0.82987;-0.32639;0.97000;0.99973;-0.93767;-0.08492;1.00001;1.00757;-0.94559;0.20363;1.04084;1.00542;
1.31072;1.00757;1.00542;1.03187;0.99255;1.00000;1.04756;0.99973;0.82996;-0.06109;1.04886;1.04756;0.82987;-0.32639;0.97000;0.99973;-0.93767;-0.08492;1.00001;1.00757;-0.94559;0.20363;1.04084;1.00542;
2.62144;1.00757;1.00542;1.03187;0.99255;1.00000;1.04756;0.99973;0.82996;-0.06109;1.04886;1.04756;0.82987;-0.32639;0.97000;0.99973;-0.93767;-0.08492;1.00001;1.00757;-0.94559;0.20363;1.04084;1.00542;
4.99999;1.00757;1.00542;1.03187;0.99255;1.00000;1.04756;0.99973;0.82996;-0.06109;1.04886;1.04756;0.82987;-0.32639;0.97000;0.99973;-0.93767;-0.08492;1.00001;1.00757;-0.94559;0.20363;1.04084;1.00542;
4.99999;1.00680;1.00314;1.03129;0.98991;0.99910;1.04704;0.99701;0.82966;-0.05949;1.04853;1.04704;0.82704;-0.32695;0.96711;0.99701;-0.93679;-0.08654;0.99899;1.00680;-0.94302;0.20511;1.03886;1.00313;
5.00000;1.00680;1.00313;1.03130;0.98990;0.99910;1.04705;0.99699;0.82967;-0.05944;1.04855;1.04705;0.82703;-0.32699;0.96709;0.99699;-0.93679;-0.08650;0.99900;1.00680;-0.94302;0.20506;1.03885;1.00313;
5.00001;1.00680;1.00313;1.03131;0.98989;0.99910;1.04706;0.99698;0.82968;-0.05939;1.04856;1.04706;0.82702;-0.32703;0.96707;0.99698;-0.93680;-0.08646;0.99901;1.00680;-0.94301;0.20502;1.03884;1.00313;
5.00003;1.00681;1.00311;1.03133;0.98986;0.99909;1.04708;0.99695;0.82970;-0.05929;1.04860;1.04708;0.82700;-0.32710;0.96704;0.99695;-0.93680;-0.08638;0.99902;1.00681;-0.94300;0.20493;1.03881;1.00311;
5.00007;1.00682;1.00309;1.03137;0.98981;0.99909;1.04713;0.99690;0.82973;-0.05910;1.04866;1.04713;0.82696;-0.32724;0.96697;0.99690;-0.93681;-0.08624;0.99905;1.00682;-0.94299;0.20476;1.03877;1.00309;
5.00015;1.00683;1.00306;1.03144;0.98973;0.99909;1.04721;0.99680;0.82980;-0.05876;1.04879;1.04721;0.82689;-0.32749;0.96683;0.99680;-0.93683;-0.08596;0.99911;1.00683;-0.94295;0.20444;1.03868;1.00306;
5.00031;1.00686;1.00299;1.03156;0.98959;0.99908;1.04736;0.99664;0.82991;-0.05817;1.04900;1.04736;0.82677;-0.32790;0.96662;0.99664;-0.93686;-0.08549;0.99921;1.00686;-0.94290;0.20389;1.03854;1.00299;
5.00063;1.00691;1.00291;1.03174;0.98939;0.99907;1.04757;0.99642;0.83007;-0.05734;1.04931;1.04757;0.82662;-0.32848;0.96632;0.99642;-0.93691;-0.08478;0.99936;1.00691;-0.94284;0.20307;1.03834;1.00291;
5.00095;1.00694;1.00286;1.03185;0.98928;0.99907;1.04770;0.99630;0.83017;-0.05684;1.04950;1.04770;0.82655;-0.32880;0.96616;0.99630;-0.93695;-0.08430;0.99947;1.00694;-0.94282;0.20255;1.03822;1.00286;
5.00159;1.00700;1.00284;1.03197;0.98922;0.99907;1.04784;0.99622;0.83027;-0.05641;1.04968;1.04784;0.82655;-0.32902;0.96606;0.99622;-0.93701;-0.08375;0.99960;1.00700;-0.94284;0.20200;1.03812;1.00284;
5.00223;1.00703;1.00287;1.03200;0.98928;0.99909;1.04787;0.99629;0.83029;-0.05644;1.04971;1.04787;0.82665;-0.32888;0.96614;0.99629;-0.93705;-0.08356;0.99966;1.00703;-0.94291;0.20189;1.03813;1.00287;
5.00287;1.00705;1.00293;1.03198;0.98938;0.99911;1.04784;0.99641;0.83026;-0.05669;1.04965;1.04784;0.82680;-0.32861;0.96630;0.99641;-0.93708;-0.08355;0.99968;1.00705;-0.94300;0.20199;1.03820;1.00293;
5.00351;1.00706;1.00299;1.03195;0.98951;0.99914;1.04780;0.99655;0.83022;-0.05701;1.04957;1.04780;0.82696;-0.32828;0.96648;0.99655;-0.93710;-0.08360;0.99969;1.00706;-0.94309;0.20217;1.03828;1.00299;
5.00479;1.00709;1.00310;1.03188;0.98974;0.99918;1.04770;0.99682;0.83013;-0.05763;1.04940;1.04770;0.82727;-0.32766;0.96684;0.99682;-0.93715;-0.08375;0.99969;1.00709;-0.94328;0.20256;1.03846;1.00310;
5.00735;1.00713;1.00330;1.03177;0.99013;0.99925;1.04756;0.99725;0.83000;-0.05864;1.04914;1.04756;0.82776;-0.32667;0.96741;0.99725;-0.93722;-0.08403;0.99970;1.00713;-0.94358;0.20324;1.03875;1.00330;
5.00991;1.00718;1.00347;1.03170;0.99045;0.99931;1.04745;0.99762;0.82990;-0.05944;1.04895;1.04745;0.82817;-0.32586;0.96788;0.99762;-0.93729;-0.08424;0.99971;1.00718;-0.94383;0.20380;1.03899;1.00347;
5.01503;1.00726;1.00371;1.03163;0.99092;0.99941;1.04734;0.99814;0.82981;-0.06047;1.04872;1.04734;0.82875;-0.32477;0.96855;0.99814;-0.93741;-0.08450;0.99976;1.00726;-0.94421;0.20460;1.03935;1.00371;
5.02015;1.00734;1.00390;1.03162;0.99125;0.99949;1.04730;0.99851;0.82977;-0.06111;1.04861;1.04730;0.82916;-0.32404;0.96902;0.99851;-0.93751;-0.08466;0.99982;1.00734;-0.94449;0.20518;1.03962;1.00390;
5.02527;1.00741;1.00404;1.03164;0.99148;0.99955;1.04731;0.99877;0.82978;-0.06148;1.04857;1.04731;0.82944;-0.32358;0.96935;0.99877;-0.93760;-0.08475;0.99988;1.00741;-0.94470;0.20560;1.03981;1.00404;
5.03551;1.00754;1.00425;1.03171;0.99181;0.99965;1.04737;0.99912;0.82983;-0.06184;1.04860;1.04737;0.82980;-0.32304;0.96977;0.99912;-0.93773;-0.08485;0.99999;1.00754;-0.94500;0.20621;1.04011;1.00425;
5.04575;1.00764;1.00436;1.03182;0.99195;0.99971;1.04748;0.99927;0.82993;-0.06180;1.04871;1.04748;0.82995;-0.32293;0.96995;0.99927;-0.93781;-0.08486;1.00008;1.00764;-0.94517;0.20657;1.04027;1.00436;
5.06623;1.00776;1.00448;1.03199;0.99206;0.99978;1.04767;0.99937;0.83007;-0.06151;1.04893;1.04767;0.83001;-0.32308;0.97003;0.99937;-0.93789;-0.08489;1.00020;1.00776;-0.94534;0.20700;1.04045;1.00448;
5.08671;1.00778;1.00449;1.03206;0.99203;0.99979;1.04774;0.99934;0.83010;-0.06130;1.04902;1.04774;0.82994;-0.32332;0.96997;0.99934;-0.93786;-0.08498;1.00021;1.00778;-0.94538;0.20724;1.04050;1.00449;
5.10719;1.00779;1.00450;1.03207;0.99203;0.99980;1.04775;0.99933;0.83008;-0.06129;1.04903;1.04775;0.82991;-0.32342;0.96995;0.99933;-0.93783;-0.08511;1.00020;1.00779;-0.94542;0.20750;1.04055;1.00450;
5.14815;1.00778;1.00453;1.03204;0.99205;0.99980;1.04771;0.99935;0.83003;-0.06143;1.04898;1.04771;0.82991;-0.32344;0.96996;0.99935;-0.93777;-0.08537;1.00015;1.00778;-0.94548;0.20791;1.04063;1.00453;
5.18911;1.00777;1.00454;1.03201;0.99207;0.99981;1.04768;0.99937;0.82999;-0.06155;1.04893;1.04768;0.82991;-0.32343;0.96998;0.99937;-0.93774;-0.08557;1.00011;1.00777;-0.94552;0.20822;1.04069;1.00454;
5.27103;1.00776;1.00456;1.03198;0.99209;0.99981;1.04765;0.99939;0.82996;-0.06167;1.04889;1.04765;0.82990;-0.32344;0.97000;0.99939;-0.93770;-0.08581;1.00007;1.00776;-0.94556;0.20857;1.04076;1.00456;
5.35295;1.00776;1.00457;1.03197;0.99210;0.99981;1.04763;0.99939;0.82996;-0.06171;1.04887;1.04763;0.82989;-0.32346;0.97001;0.99939;-0.93768;-0.08595;1.00004;1.00776;-0.94558;0.20876;1.04080;1.00457;
5.51679;1.00776;1.00457;1.03197;0.99210;0.99981;1.04763;0.99940;0.82996;-0.06172;1.04886;1.04763;0.82988;-0.32348;0.97001;0.99940;-0.93767;-0.08606;1.00002;1.00776;-0.94559;0.20890;1.04082;1.00457;
5.68063;1.00776;1.00458;1.03197;0.99210;0.99981;1.04763;0.99940;0.82996;-0.06173;1.04886;1.04763;0.82988;-0.32349;0.97000;0.99940;-0.93767;-0.08611;1.00002;1.00776;-0.94559;0.20896;1.04083;1.00458;
6.00831;1.00776;1.00458;1.03197;0.99210;0.99981;1.04763;0.99939;0.82996;-0.06172;1.04886;1.04763;0.82988;-0.32350;0.97000;0.99939;-0.93767;-0.08613;1.00001;1.00776;-0.94559;0.20898;1.04084;1.00458;
6.66367;1.00776;1.00458;1.03197;0.99210;0.99981;1.04763;0.99939;0.82996;-0.06172;1.04886;1.04763;0.82988;-0.32350;0.97000;0.99939;-0.93767;-0.08614;1.00001;1.00776;-0.94559;0.20899;1.04084;1.00458;
7.97439;1.00776;1.00458;1.03197;0.99210;0.99981;1.04763;0.99939;0.82996;-0.06172;1.04886;1.04763;0.82988;-0.32350;0.97000;0.99939;-0.93767;-0.08614;1.00001;1.00776;-0.94559;0.20899;1.04084;1.00458;
10.00000;1.00776;1.00458;1.03197;0.99210;0.99981;1.04763;0.99939;0.82996;-0.06172;1.04886;1.04763;0.82987;-0.32350;0.97000;0.99939;-0.93767;-0.08614;1.00001;1.00776;-0.94559;0.20899;1.04084;1.00458;
