time;NETWORK__BUS__A_TN_Upu_value;NETWORK__BUS__B_TN_Upu_value;NETWORK__BUS__A2_TN_Upu_value;NETWORK__BUS__B2_TN_Upu_value;NETWORK__BUS__C_TN_Upu_value;NETWORK__BUS__E_TN_Upu_value;NETWORK__BUS__F_TN_Upu_value;GFLVSC_WP1_injectorGFL_PGenPu;GFLVSC_WP1_injectorGFL_QGenPu;GFLVSC_WP1_injectorGFL_UConvPu;GFLVSC_WP1_injectorGFL_UPccPu;GFLVSC_WP2_injectorGFL_PGenPu;GFLVSC_WP2_injectorGFL_QGenPu;GFLVSC_WP2_injectorGFL_UConvPu;GFLVSC_WP2_injectorGFL_UPccPu;GFLVSC_HVDC1_injectorGFL_PGenPu;GFLVSC_HVDC1_injectorGFL_QGenPu;GFLVSC_HVDC1_injectorGFL_UConvPu;GFLVSC_HVDC1_injectorGFL_UPccPu;GFLVSC_HVDC2_injectorGFL_PGenPu;GFLVSC_HVDC2_injectorGFL_QGenPu;GFLVSC_HVDC2_injectorGFL_UConvPu;GFLVSC_HVDC2_injectorGFL_UPccPu;
4.99999;1.00758;1.00542;1.03187;0.99255;1.00001;1.04756;0.99973;0.82996;-0.06109;1.04886;1.04756;0.82987;-0.32640;0.97000;0.99973;-0.93767;-0.08493;1.00001;1.00758;-0.94559;0.20362;1.04084;1.00542;
4.99999;1.00250;0.99884;1.02668;0.98526;0.99507;1.04239;0.99230;0.82593;-0.05985;1.04382;1.04239;0.82288;-0.32606;0.96235;0.99230;-0.93291;-0.08486;0.99493;1.00250;-0.93868;0.20559;1.03480;0.99884;
5.00093;0.99819;0.99419;1.02221;0.97987;0.99128;1.03792;0.98677;0.82239;-0.05922;1.03942;1.03792;0.81829;-0.32705;0.95651;0.98677;-0.92904;-0.08389;0.99076;0.99819;-0.93421;0.20175;1.02977;0.99419;
5.00186;0.99743;0.99332;1.02149;0.97890;0.99059;1.03722;0.98579;0.82190;-0.05861;1.03879;1.03722;0.81766;-0.32700;0.95550;0.98579;-0.92840;-0.08379;0.99001;0.99743;-0.93354;0.20018;1.02870;0.99332;
5.00308;0.99958;0.99544;1.02395;0.98133;0.99240;1.03975;0.98828;0.82399;-0.05741;1.04146;1.03975;0.82007;-0.32666;0.95813;0.98828;-0.93042;-0.08371;0.99218;0.99958;-0.93588;0.19994;1.03070;0.99544;
5.00308;0.99958;0.99544;1.02396;0.98133;0.99240;1.03975;0.98829;0.82399;-0.05741;1.04146;1.03975;0.82007;-0.32666;0.95813;0.98829;-0.93042;-0.08371;0.99218;0.99958;-0.93588;0.19993;1.03070;0.99544;
5.00308;0.99959;0.99545;1.02397;0.98134;0.99241;1.03976;0.98830;0.82400;-0.05741;1.04147;1.03976;0.82008;-0.32666;0.95815;0.98830;-0.93043;-0.08371;0.99219;0.99959;-0.93589;0.19994;1.03071;0.99545;
5.00308;0.99959;0.99545;1.02397;0.98134;0.99241;1.03976;0.98830;0.82400;-0.05741;1.04147;1.03976;0.82009;-0.32666;0.95815;0.98830;-0.93043;-0.08371;0.99219;0.99959;-0.93589;0.19994;1.03071;0.99545;
5.00308;0.99959;0.99545;1.02397;0.98134;0.99241;1.03976;0.98830;0.82400;-0.05741;1.04147;1.03976;0.82009;-0.32666;0.95815;0.98830;-0.93043;-0.08371;0.99219;0.99959;-0.93589;0.19994;1.03071;0.99545;
5.00308;0.99959;0.99546;1.02397;0.98134;0.99241;1.03976;0.98830;0.82400;-0.05741;1.04147;1.03976;0.82009;-0.32666;0.95815;0.98830;-0.93043;-0.08371;0.99219;0.99959;-0.93589;0.19994;1.03071;0.99546;
5.00308;0.99959;0.99546;1.02397;0.98134;0.99241;1.03976;0.98830;0.82400;-0.05741;1.04147;1.03976;0.82009;-0.32666;0.95815;0.98830;-0.93043;-0.08371;0.99219;0.99959;-0.93589;0.19994;1.03071;0.99546;
5.00308;0.99959;0.99546;1.02397;0.98134;0.99241;1.03976;0.98830;0.82400;-0.05741;1.04147;1.03976;0.82009;-0.32666;0.95815;0.98830;-0.93043;-0.08371;0.99219;0.99959;-0.93589;0.19994;1.03071;0.99546;
5.00308;0.99959;0.99546;1.02397;0.98134;0.99241;1.03976;0.98830;0.82400;-0.05741;1.04147;1.03976;0.82009;-0.32666;0.95815;0.98830;-0.93043;-0.08371;0.99219;0.99959;-0.93589;0.19994;1.03071;0.99546;
5.00308;0.99959;0.99546;1.02397;0.98135;0.99241;1.03976;0.98830;0.82400;-0.05741;1.04148;1.03976;0.82009;-0.32666;0.95815;0.98830;-0.93043;-0.08372;0.99219;0.99959;-0.93589;0.19994;1.03071;0.99546;
5.00308;0.99959;0.99546;1.02397;0.98135;0.99241;1.03976;0.98830;0.82400;-0.05741;1.04148;1.03976;0.82009;-0.32666;0.95815;0.98830;-0.93043;-0.08372;0.99219;0.99959;-0.93589;0.19994;1.03071;0.99546;
5.00308;0.99960;0.99546;1.02397;0.98135;0.99241;1.03976;0.98830;0.82400;-0.05741;1.04148;1.03976;0.82009;-0.32666;0.95815;0.98830;-0.93043;-0.08372;0.99219;0.99959;-0.93589;0.19994;1.03072;0.99546;
5.00626;1.00842;1.00454;1.03354;0.99169;1.00000;1.04943;0.99888;0.83170;-0.05601;1.05133;1.04943;0.82940;-0.32565;0.96922;0.99888;-0.93851;-0.08311;1.00113;1.00842;-0.94507;0.20409;1.04007;1.00454;
5.00945;1.00894;1.00522;1.03389;0.99256;1.00051;1.04973;0.99980;0.83186;-0.05731;1.05148;1.04973;0.83020;-0.32500;0.97024;0.99980;-0.93900;-0.08300;1.00166;1.00894;-0.94576;0.20531;1.04090;1.00522;
5.01582;1.00690;1.00340;1.03132;0.99073;0.99887;1.04705;0.99799;0.82965;-0.05999;1.04848;1.04704;0.82874;-0.32377;0.96853;0.99799;-0.93720;-0.08352;0.99954;1.00690;-0.94404;0.20570;1.03921;1.00340;
5.02219;1.00686;1.00347;1.03117;0.99093;0.99888;1.04687;0.99822;0.82952;-0.06072;1.04822;1.04687;0.82905;-0.32307;0.96885;0.99822;-0.93721;-0.08395;0.99944;1.00686;-0.94424;0.20600;1.03933;1.00347;
5.03492;1.00748;1.00417;1.03176;0.99177;0.99944;1.04745;0.99909;0.82997;-0.06111;1.04876;1.04745;0.82983;-0.32274;0.96979;0.99909;-0.93778;-0.08412;1.00004;1.00748;-0.94502;0.20674;1.04011;1.00417;
5.06040;1.00765;1.00436;1.03193;0.99197;0.99960;1.04762;0.99929;0.83008;-0.06117;1.04892;1.04762;0.82998;-0.32285;0.96998;0.99929;-0.93789;-0.08431;1.00018;1.00765;-0.94528;0.20728;1.04038;1.00436;
5.11135;1.00772;1.00445;1.03201;0.99202;0.99967;1.04770;0.99934;0.83008;-0.06115;1.04900;1.04770;0.82995;-0.32311;0.96999;0.99934;-0.93785;-0.08465;1.00020;1.00772;-0.94543;0.20790;1.04056;1.00445;
5.21324;1.00771;1.00449;1.03198;0.99205;0.99968;1.04766;0.99935;0.83000;-0.06132;1.04894;1.04766;0.82991;-0.32321;0.96999;0.99935;-0.93775;-0.08513;1.00012;1.00771;-0.94552;0.20860;1.04069;1.00449;
5.41704;1.00770;1.00451;1.03194;0.99206;0.99968;1.04762;0.99937;0.82996;-0.06146;1.04888;1.04762;0.82989;-0.32326;0.97000;0.99937;-0.93769;-0.08550;1.00005;1.00770;-0.94557;0.20911;1.04079;1.00451;
5.82463;1.00769;1.00451;1.03193;0.99207;0.99968;1.04760;0.99937;0.82996;-0.06150;1.04887;1.04760;0.82988;-0.32329;0.97000;0.99937;-0.93767;-0.08567;1.00002;1.00769;-0.94559;0.20932;1.04083;1.00451;
6.63981;1.00769;1.00452;1.03193;0.99207;0.99968;1.04760;0.99937;0.82996;-0.06150;1.04886;1.04760;0.82988;-0.32329;0.97000;0.99937;-0.93767;-0.08571;1.00001;1.00769;-0.94559;0.20937;1.04084;1.00452;
8.27018;1.00769;1.00452;1.03193;0.99207;0.99968;1.04760;0.99937;0.82996;-0.06150;1.04886;1.04760;0.82988;-0.32330;0.97000;0.99937;-0.93767;-0.08571;1.00001;1.00769;-0.94559;0.20937;1.04084;1.00452;
10.00000;1.00769;1.00452;1.03193;0.99207;0.99968;1.04760;0.99937;0.82996;-0.06150;1.04886;1.04760;0.82988;-0.32330;0.97000;0.99937;-0.93767;-0.08571;1.00001;1.00769;-0.94559;0.20937;1.04084;1.00452;
