X axis;1VSC_Measurement_Control/idref;1VSC_Measurement_Control/iqref;1VSC_Measurement_Control/ppcc;1VSC_Measurement_Control/qpcc;p3/va_t;p5/va_t;
Time (s);;;;;;;

1.936E0;849.64844445E-3;-39.925392458E-3;832.99824357E-3;39.14306147E-3;166.51313093E3;129.5785107E3;
1.93605E0;849.64844533E-3;-39.925392609E-3;832.99824439E-3;39.143061599E-3;170.89848206E3;134.27153883E3;
1.9361E0;849.6484462E-3;-39.925392759E-3;832.99824522E-3;39.143061728E-3;175.24166655E3;138.93143746E3;
1.93615E0;849.64844708E-3;-39.925392909E-3;832.99824604E-3;39.143061858E-3;179.54161279E3;143.55705683E3;
1.9362E0;849.64844796E-3;-39.92539306E-3;832.99824686E-3;39.143061987E-3;183.79725981E3;148.14725565E3;
1.93625E0;849.64844883E-3;-39.92539321E-3;832.99824768E-3;39.143062116E-3;188.00755761E3;152.70090135E3;
1.9363E0;849.64844971E-3;-39.92539336E-3;832.9982485E-3;39.143062246E-3;192.17146735E3;157.21687038E3;
1.93635E0;849.64845059E-3;-39.92539351E-3;832.99824932E-3;39.143062375E-3;196.28796166E3;161.6940485E3;
1.9364E0;849.64845146E-3;-39.92539366E-3;832.99825014E-3;39.143062504E-3;200.35602485E3;166.13133104E3;
1.93645E0;849.64845233E-3;-39.92539381E-3;832.99825096E-3;39.143062633E-3;204.37465318E3;170.52762315E3;
1.9365E0;849.64845321E-3;-39.92539396E-3;832.99825178E-3;39.143062762E-3;208.34285513E3;174.88184013E3;
1.93655E0;849.64845408E-3;-39.92539411E-3;832.9982526E-3;39.143062891E-3;212.25965159E3;179.19290762E3;
1.9366E0;849.64845496E-3;-39.925394259E-3;832.99825342E-3;39.14306302E-3;216.12407616E3;183.45976195E3;
1.93665E0;849.64845583E-3;-39.925394409E-3;832.99825423E-3;39.143063148E-3;219.93517534E3;187.68135032E3;
1.9367E0;849.6484567E-3;-39.925394559E-3;832.99825505E-3;39.143063278E-3;223.69200881E3;191.85663112E3;
1.93675E0;849.64845757E-3;-39.925394708E-3;832.99825587E-3;39.143063406E-3;227.39364962E3;195.98457418E3;
1.9368E0;849.64845845E-3;-39.925394858E-3;832.99825669E-3;39.143063535E-3;231.03918445E3;200.06416097E3;
1.93685E0;849.64845932E-3;-39.925395007E-3;832.9982575E-3;39.143063663E-3;234.62771381E3;204.09438492E3;
1.9369E0;849.64846019E-3;-39.925395157E-3;832.99825832E-3;39.143063792E-3;238.1583523E3;208.07425163E3;
1.93695E0;849.64846106E-3;-39.925395306E-3;832.99825913E-3;39.143063921E-3;241.63022877E3;212.00277913E3;
1.937E0;849.64846193E-3;-39.925395456E-3;832.99825995E-3;39.143064049E-3;245.04248659E3;215.87899812E3;
1.93705E0;849.6484628E-3;-39.925395605E-3;832.99826076E-3;39.143064177E-3;248.39428385E3;219.7019522E3;
1.9371E0;849.64846367E-3;-39.925395754E-3;832.99826158E-3;39.143064306E-3;251.68479353E3;223.4706981E3;
1.93715E0;849.64846454E-3;-39.925395903E-3;832.99826239E-3;39.143064434E-3;254.91320376E3;227.18430595E3;
1.9372E0;849.64846541E-3;-39.925396052E-3;832.99826321E-3;39.143064562E-3;258.07871796E3;230.84185948E3;
1.93725E0;849.64846627E-3;-39.925396201E-3;832.99826402E-3;39.14306469E-3;261.18055509E3;234.44245622E3;
1.9373E0;849.64846714E-3;-39.92539635E-3;832.99826483E-3;39.143064819E-3;264.21794984E3;237.9852078E3;
1.93735E0;849.64846801E-3;-39.925396499E-3;832.99826565E-3;39.143064947E-3;267.19015275E3;241.46924009E3;
1.9374E0;849.64846888E-3;-39.925396648E-3;832.99826646E-3;39.143065075E-3;270.09643049E3;244.89369345E3;
1.93745E0;849.64846974E-3;-39.925396797E-3;832.99826727E-3;39.143065203E-3;272.93606597E3;248.25772296E3;
1.9375E0;849.64847061E-3;-39.925396946E-3;832.99826808E-3;39.143065331E-3;275.70835856E3;251.56049858E3;
1.93755E0;849.64847148E-3;-39.925397094E-3;832.99826889E-3;39.143065459E-3;278.41262424E3;254.80120542E3;
1.9376E0;849.64847234E-3;-39.925397243E-3;832.9982697E-3;39.143065587E-3;281.04819576E3;257.97904387E3;
1.93765E0;849.64847321E-3;-39.925397391E-3;832.99827051E-3;39.143065714E-3;283.61442284E3;261.09322985E3;
1.9377E0;849.64847407E-3;-39.92539754E-3;832.99827132E-3;39.143065842E-3;286.11067231E3;264.14299498E3;
1.93775E0;849.64847493E-3;-39.925397688E-3;832.99827213E-3;39.14306597E-3;288.53632825E3;267.12758678E3;
1.9378E0;849.6484758E-3;-39.925397837E-3;832.99827294E-3;39.143066097E-3;290.89079216E3;270.04626884E3;
1.93785E0;849.64847666E-3;-39.925397985E-3;832.99827375E-3;39.143066225E-3;293.17348312E3;272.89832102E3;
1.9379E0;849.64847752E-3;-39.925398133E-3;832.99827456E-3;39.143066353E-3;295.3838379E3;275.68303962E3;
1.93795E0;849.64847839E-3;-39.925398282E-3;832.99827537E-3;39.14306648E-3;297.52131114E3;278.39973756E3;
1.938E0;849.64847925E-3;-39.92539843E-3;832.99827618E-3;39.143066607E-3;299.58537545E3;281.04774452E3;
1.93805E0;849.64848011E-3;-39.925398578E-3;832.99827698E-3;39.143066735E-3;301.57552155E3;283.62640716E3;
1.9381E0;849.64848097E-3;-39.925398726E-3;832.99827779E-3;39.143066862E-3;303.49125839E3;286.13508923E3;
1.93815E0;849.64848183E-3;-39.925398874E-3;832.9982786E-3;39.143066989E-3;305.33211331E3;288.57317174E3;
1.9382E0;849.64848269E-3;-39.925399022E-3;832.9982794E-3;39.143067116E-3;307.09763209E3;290.94005314E3;
1.93825E0;849.64848355E-3;-39.92539917E-3;832.99828021E-3;39.143067244E-3;308.78737912E3;293.23514943E3;
1.9383E0;849.64848441E-3;-39.925399317E-3;832.99828102E-3;39.143067371E-3;310.40093749E3;295.45789433E3;
1.93835E0;849.64848527E-3;-39.925399465E-3;832.99828182E-3;39.143067498E-3;311.93790906E3;297.60773942E3;
1.9384E0;849.64848613E-3;-39.925399613E-3;832.99828263E-3;39.143067625E-3;313.39791462E3;299.68415425E3;
1.93845E0;849.64848699E-3;-39.925399761E-3;832.99828343E-3;39.143067752E-3;314.78059394E3;301.68662649E3;
1.9385E0;849.64848785E-3;-39.925399908E-3;832.99828424E-3;39.143067878E-3;316.08560584E3;303.61466207E3;
1.93855E0;849.64848871E-3;-39.925400056E-3;832.99828504E-3;39.143068006E-3;317.31262836E3;305.46778528E3;
1.9386E0;849.64848956E-3;-39.925400203E-3;832.99828584E-3;39.143068132E-3;318.46135872E3;307.24553888E3;
1.93865E0;849.64849042E-3;-39.925400351E-3;832.99828665E-3;39.143068259E-3;319.53151351E3;308.94748424E3;
1.9387E0;849.64849128E-3;-39.925400498E-3;832.99828745E-3;39.143068386E-3;320.52282867E3;310.57320143E3;
1.93875E0;849.64849213E-3;-39.925400645E-3;832.99828825E-3;39.143068512E-3;321.43505962E3;312.12228932E3;
1.9388E0;849.64849299E-3;-39.925400792E-3;832.99828905E-3;39.143068639E-3;322.26798128E3;313.59436571E3;
1.93885E0;849.64849384E-3;-39.92540094E-3;832.99828985E-3;39.143068765E-3;323.02138813E3;314.98906738E3;
1.9389E0;849.6484947E-3;-39.925401087E-3;832.99829065E-3;39.143068892E-3;323.69509428E3;316.30605021E3;
1.93895E0;849.64849555E-3;-39.925401234E-3;832.99829146E-3;39.143069018E-3;324.28893351E3;317.54498925E3;
1.939E0;849.64849641E-3;-39.925401381E-3;832.99829226E-3;39.143069144E-3;324.80275929E3;318.70557882E3;
1.93905E0;849.64849726E-3;-39.925401528E-3;832.99829306E-3;39.143069271E-3;325.23644485E3;319.78753255E3;
1.9391E0;849.64849811E-3;-39.925401675E-3;832.99829386E-3;39.143069397E-3;325.58988318E3;320.79058349E3;
1.93915E0;849.64849897E-3;-39.925401822E-3;832.99829466E-3;39.143069523E-3;325.86298707E3;321.71448415E3;
1.9392E0;849.64849982E-3;-39.925401968E-3;832.99829545E-3;39.143069649E-3;326.05568915E3;322.55900658E3;
1.93925E0;849.64850067E-3;-39.925402115E-3;832.99829625E-3;39.143069776E-3;326.16794186E3;323.32394239E3;
1.9393E0;849.64850152E-3;-39.925402262E-3;832.99829705E-3;39.143069902E-3;326.19971751E3;324.00910286E3;
1.93935E0;849.64850237E-3;-39.925402408E-3;832.99829785E-3;39.143070028E-3;326.15100825E3;324.61431893E3;
1.9394E0;849.64850323E-3;-39.925402555E-3;832.99829865E-3;39.143070153E-3;326.02182611E3;325.13944127E3;
1.93945E0;849.64850408E-3;-39.925402701E-3;832.99829944E-3;39.14307028E-3;325.81220296E3;325.58434032E3;
1.9395E0;849.64850493E-3;-39.925402848E-3;832.99830024E-3;39.143070405E-3;325.52219053E3;325.9489063E3;
1.93955E0;849.64850578E-3;-39.925402994E-3;832.99830104E-3;39.143070531E-3;325.15186035E3;326.23304926E3;
1.9396E0;849.64850662E-3;-39.925403141E-3;832.99830183E-3;39.143070657E-3;324.70130382E3;326.4366991E3;
1.93965E0;849.64850747E-3;-39.925403287E-3;832.99830263E-3;39.143070783E-3;324.1706321E3;326.55980556E3;
1.9397E0;849.64850832E-3;-39.925403433E-3;832.99830342E-3;39.143070908E-3;323.55997612E3;326.60233828E3;
1.93975E0;849.64850917E-3;-39.925403579E-3;832.99830422E-3;39.143071034E-3;322.86948656E3;326.56428676E3;
1.9398E0;849.64851002E-3;-39.925403725E-3;832.99830501E-3;39.143071159E-3;322.09933378E3;326.44566038E3;
1.93985E0;849.64851087E-3;-39.925403871E-3;832.99830581E-3;39.143071285E-3;321.24970781E3;326.24648842E3;
1.9399E0;849.64851171E-3;-39.925404017E-3;832.9983066E-3;39.14307141E-3;320.32081827E3;325.96682001E3;
1.93995E0;849.64851256E-3;-39.925404163E-3;832.99830739E-3;39.143071536E-3;319.31289436E3;325.60672417E3;
1.94E0;849.6485134E-3;-39.925404309E-3;832.99830819E-3;39.143071661E-3;318.22618477E3;325.16628974E3;
1.94005E0;849.64851425E-3;-39.925404455E-3;832.99830898E-3;39.143071786E-3;317.06095763E3;324.6456254E3;
1.9401E0;849.6485151E-3;-39.925404601E-3;832.99830977E-3;39.143071911E-3;315.81750043E3;324.0448596E3;
1.94015E0;849.64851594E-3;-39.925404746E-3;832.99831056E-3;39.143072037E-3;314.49611999E3;323.36414058E3;
1.9402E0;849.64851678E-3;-39.925404892E-3;832.99831136E-3;39.143072161E-3;313.09714234E3;322.60363629E3;
1.94025E0;849.64851763E-3;-39.925405038E-3;832.99831215E-3;39.143072287E-3;311.62091265E3;321.76353438E3;
1.9403E0;849.64851847E-3;-39.925405183E-3;832.99831294E-3;39.143072412E-3;310.06779516E3;320.84404213E3;
1.94035E0;849.64851932E-3;-39.925405329E-3;832.99831373E-3;39.143072537E-3;308.43817307E3;319.84538642E3;
1.9404E0;849.64852016E-3;-39.925405474E-3;832.99831452E-3;39.143072661E-3;306.73244848E3;318.76781364E3;
1.94045E0;849.648521E-3;-39.925405619E-3;832.99831531E-3;39.143072787E-3;304.95104224E3;317.61158967E3;
1.9405E0;849.64852184E-3;-39.925405765E-3;832.9983161E-3;39.143072911E-3;303.0943939E3;316.37699979E3;
1.94055E0;849.64852269E-3;-39.92540591E-3;832.99831689E-3;39.143073036E-3;301.16296154E3;315.06434861E3;
1.9406E0;849.64852353E-3;-39.925406055E-3;832.99831768E-3;39.143073161E-3;299.15722173E3;313.67396002E3;
1.94065E0;849.64852437E-3;-39.9254062E-3;832.99831846E-3;39.143073286E-3;297.07766935E3;312.20617708E3;
1.9407E0;849.64852521E-3;-39.925406345E-3;832.99831925E-3;39.14307341E-3;294.92481749E3;310.66136193E3;
1.94075E0;849.64852605E-3;-39.92540649E-3;832.99832004E-3;39.143073535E-3;292.69919735E3;309.03989573E3;
1.9408E0;849.64852689E-3;-39.925406635E-3;832.99832083E-3;39.143073659E-3;290.40135805E3;307.34217857E3;
1.94085E0;849.64852773E-3;-39.92540678E-3;832.99832161E-3;39.143073784E-3;288.03186657E3;305.56862932E3;
1.9409E0;849.64852857E-3;-39.925406925E-3;832.9983224E-3;39.143073908E-3;285.59130752E3;303.71968557E3;
1.94095E0;849.64852941E-3;-39.92540707E-3;832.99832319E-3;39.143074032E-3;283.0802831E3;301.79580354E3;
1.941E0;849.64853024E-3;-39.925407215E-3;832.99832397E-3;39.143074156E-3;280.49941284E3;299.79745791E3;
1.94105E0;849.64853108E-3;-39.925407359E-3;832.99832476E-3;39.143074281E-3;277.84933355E3;297.72514175E3;
1.9411E0;849.64853192E-3;-39.925407504E-3;832.99832554E-3;39.143074405E-3;275.13069909E3;295.57936635E3;
1.94115E0;849.64853276E-3;-39.925407649E-3;832.99832633E-3;39.143074529E-3;272.34418025E3;293.36066117E3;
1.9412E0;849.64853359E-3;-39.925407793E-3;832.99832711E-3;39.143074653E-3;269.49046455E3;291.06957363E3;
1.94125E0;849.64853443E-3;-39.925407938E-3;832.9983279E-3;39.143074777E-3;266.57025611E3;288.70666903E3;
1.9413E0;849.64853526E-3;-39.925408082E-3;832.99832868E-3;39.143074901E-3;263.58427544E3;286.27253038E3;
1.94135E0;849.6485361E-3;-39.925408226E-3;832.99832946E-3;39.143075025E-3;260.5332593E3;283.76775826E3;
1.9414E0;849.64853694E-3;-39.925408371E-3;832.99833025E-3;39.143075149E-3;257.41796047E3;281.19297069E3;
1.94145E0;849.64853777E-3;-39.925408515E-3;832.99833103E-3;39.143075273E-3;254.23914761E3;278.54880297E3;
1.9415E0;849.6485386E-3;-39.925408659E-3;832.99833181E-3;39.143075396E-3;250.99760504E3;275.83590749E3;
1.94155E0;849.64853944E-3;-39.925408803E-3;832.99833259E-3;39.143075521E-3;247.69413256E3;273.05495363E3;
1.9416E0;849.64854027E-3;-39.925408947E-3;832.99833337E-3;39.143075644E-3;244.32954526E3;270.20662754E3;
1.94165E0;849.6485411E-3;-39.925409091E-3;832.99833415E-3;39.143075768E-3;240.9046733E3;267.29163201E3;
1.9417E0;849.64854194E-3;-39.925409235E-3;832.99833494E-3;39.143075891E-3;237.42036171E3;264.31068627E3;
1.94175E0;849.64854277E-3;-39.925409379E-3;832.99833572E-3;39.143076015E-3;233.8774702E3;261.26452582E3;
1.9418E0;849.6485436E-3;-39.925409523E-3;832.9983365E-3;39.143076138E-3;230.27687292E3;258.15390225E3;
1.94185E0;849.64854443E-3;-39.925409667E-3;832.99833728E-3;39.143076262E-3;226.61945827E3;254.97958307E3;
1.9419E0;849.64854526E-3;-39.92540981E-3;832.99833806E-3;39.143076385E-3;222.90612865E3;251.74235149E3;
1.94195E0;849.6485461E-3;-39.925409954E-3;832.99833883E-3;39.143076509E-3;219.13780028E3;248.44300626E3;
1.942E0;849.64854693E-3;-39.925410098E-3;832.99833961E-3;39.143076632E-3;215.31540293E3;245.08236143E3;
1.94205E0;849.64854776E-3;-39.925410241E-3;832.99834039E-3;39.143076755E-3;211.43987973E3;241.66124619E3;
1.9421E0;849.64854859E-3;-39.925410385E-3;832.99834117E-3;39.143076878E-3;207.5121869E3;238.18050465E3;
1.94215E0;849.64854941E-3;-39.925410528E-3;832.99834195E-3;39.143077002E-3;203.53329354E3;234.64099564E3;
1.9422E0;849.64855024E-3;-39.925410672E-3;832.99834272E-3;39.143077124E-3;199.50418138E3;231.04359247E3;
1.94225E0;849.64855107E-3;-39.925410815E-3;832.9983435E-3;39.143077248E-3;195.42584455E3;227.38918275E3;
1.9423E0;849.6485519E-3;-39.925410958E-3;832.99834428E-3;39.14307737E-3;191.29928931E3;223.67866815E3;
1.94235E0;849.64855273E-3;-39.925411102E-3;832.99834505E-3;39.143077494E-3;187.12553384E3;219.91296418E3;
1.9424E0;849.64855355E-3;-39.925411245E-3;832.99834583E-3;39.143077616E-3;182.90560793E3;216.09299998E3;
1.94245E0;849.64855438E-3;-39.925411388E-3;832.9983466E-3;39.143077739E-3;178.64055281E3;212.21971807E3;
1.9425E0;849.64855521E-3;-39.925411531E-3;832.99834738E-3;39.143077861E-3;174.3314208E3;208.29407411E3;
1.94255E0;849.64855603E-3;-39.925411674E-3;832.99834815E-3;39.143077985E-3;169.97927511E3;204.31703671E3;
1.9426E0;849.64855686E-3;-39.925411817E-3;832.99834893E-3;39.143078107E-3;165.58518959E3;200.28958713E3;
1.94265E0;849.64855769E-3;-39.92541196E-3;832.9983497E-3;39.14307823E-3;161.15024839E3;196.21271909E3;
1.9427E0;849.64855851E-3;-39.925412103E-3;832.99835048E-3;39.143078352E-3;156.67554578E3;192.08743851E3;
1.94275E0;849.64855933E-3;-39.925412245E-3;832.99835125E-3;39.143078475E-3;152.16218582E3;187.91476321E3;
1.9428E0;849.64856016E-3;-39.925412388E-3;832.99835202E-3;39.143078597E-3;147.61128212E3;183.69572277E3;
1.94285E0;849.64856098E-3;-39.925412531E-3;832.99835279E-3;39.14307872E-3;143.02395754E3;179.43135815E3;
1.9429E0;849.64856181E-3;-39.925412673E-3;832.99835357E-3;39.143078842E-3;138.40134394E3;175.12272152E3;
1.94295E0;849.64856263E-3;-39.925412816E-3;832.99835434E-3;39.143078965E-3;133.74458187E3;170.77087599E3;
1.943E0;849.64856345E-3;-39.925412959E-3;832.99835511E-3;39.143079086E-3;129.05482033E3;166.37689529E3;
1.94305E0;849.64856427E-3;-39.925413101E-3;832.99835588E-3;39.143079209E-3;124.33321644E3;161.94186359E3;
1.9431E0;849.6485651E-3;-39.925413243E-3;832.99835665E-3;39.143079331E-3;119.58093519E3;157.46687515E3;
1.94315E0;849.64856592E-3;-39.925413386E-3;832.99835742E-3;39.143079453E-3;114.79914914E3;152.95303412E3;
1.9432E0;849.64856674E-3;-39.925413528E-3;832.99835819E-3;39.143079575E-3;109.9890381E3;148.40145421E3;
1.94325E0;849.64856756E-3;-39.92541367E-3;832.99835896E-3;39.143079698E-3;105.15178892E3;143.81325846E3;
1.9433E0;849.64856838E-3;-39.925413812E-3;832.99835973E-3;39.143079819E-3;100.28859511E3;139.18957895E3;
1.94335E0;849.6485692E-3;-39.925413955E-3;832.9983605E-3;39.143079941E-3;95.400656585E3;134.53155649E3;
1.9434E0;849.64857002E-3;-39.925414097E-3;832.99836127E-3;39.143080063E-3;90.489179374E3;129.84034037E3;
1.94345E0;849.64857084E-3;-39.925414239E-3;832.99836204E-3;39.143080185E-3;85.555375312E3;125.1170881E3;
1.9435E0;849.64857166E-3;-39.925414381E-3;832.9983628E-3;39.143080306E-3;80.60046174E3;120.36296506E3;
1.94355E0;849.64857248E-3;-39.925414523E-3;832.99836357E-3;39.143080428E-3;75.62566121E3;115.57914425E3;
1.9436E0;849.64857329E-3;-39.925414664E-3;832.99836434E-3;39.143080549E-3;70.632201178E3;110.76680602E3;
1.94365E0;849.64857411E-3;-39.925414806E-3;832.99836511E-3;39.143080672E-3;65.621313707E3;105.92713774E3;
1.9437E0;849.64857493E-3;-39.925414948E-3;832.99836587E-3;39.143080793E-3;60.594235157E3;101.06133352E3;
1.94375E0;849.64857575E-3;-39.92541509E-3;832.99836664E-3;39.143080915E-3;55.552205886E3;96.170593933E3;
1.9438E0;849.64857656E-3;-39.925415231E-3;832.9983674E-3;39.143081036E-3;50.496469939E3;91.256125687E3;
1.94385E0;849.64857738E-3;-39.925415373E-3;832.99836817E-3;39.143081158E-3;45.428274743E3;86.319141357E3;
1.9439E0;849.64857819E-3;-39.925415514E-3;832.99836893E-3;39.143081278E-3;40.348870799E3;81.360859071E3;
1.94395E0;849.64857901E-3;-39.925415656E-3;832.9983697E-3;39.1430814E-3;35.259511374E3;76.382502209E3;
1.944E0;849.64857982E-3;-39.925415797E-3;832.99837046E-3;39.143081521E-3;30.161452192E3;71.385299107E3;
1.94405E0;849.64858064E-3;-39.925415938E-3;832.99837123E-3;39.143081643E-3;25.055951123E3;66.370482751E3;
1.9441E0;849.64858145E-3;-39.92541608E-3;832.99837199E-3;39.143081763E-3;19.944267872E3;61.339290472E3;
1.94415E0;849.64858227E-3;-39.925416221E-3;832.99837275E-3;39.143081885E-3;14.827663671E3;56.292963639E3;
1.9442E0;849.64858308E-3;-39.925416362E-3;832.99837352E-3;39.143082005E-3;9.7074009659E3;51.232747361E3;
1.94425E0;849.64858389E-3;-39.925416503E-3;832.99837428E-3;39.143082127E-3;4.5847431043E3;46.159890168E3;
1.9443E0;849.64858471E-3;-39.925416644E-3;832.99837504E-3;39.143082247E-3;-539.04597422E0;41.075643713E3;
1.94435E0;849.64858552E-3;-39.925416785E-3;832.9983758E-3;39.143082369E-3;-5.6627020514E3;35.981262457E3;
1.9444E0;849.64858633E-3;-39.925416926E-3;832.99837656E-3;39.143082489E-3;-10.784960942E3;30.878003364E3;
1.94445E0;849.64858714E-3;-39.925417067E-3;832.99837733E-3;39.14308261E-3;-15.904558804E3;25.767125585E3;
1.9445E0;849.64858795E-3;-39.925417208E-3;832.99837809E-3;39.143082731E-3;-21.020232455E3;20.649890153E3;
1.94455E0;849.64858876E-3;-39.925417349E-3;832.99837885E-3;39.143082852E-3;-26.130719678E3;15.52755967E3;
1.9446E0;849.64858957E-3;-39.92541749E-3;832.99837961E-3;39.143082972E-3;-31.234759537E3;10.401397994E3;
1.94465E0;849.64859038E-3;-39.92541763E-3;832.99838037E-3;39.143083093E-3;-36.331092686E3;5.272669929E3;
1.9447E0;849.64859119E-3;-39.925417771E-3;832.99838113E-3;39.143083213E-3;-41.418461681E3;142.64091166E0;
1.94475E0;849.648592E-3;-39.925417912E-3;832.99838189E-3;39.143083334E-3;-46.495611291E3;-4.9874233003E3;
1.9448E0;849.64859281E-3;-39.925418052E-3;832.99838264E-3;39.143083454E-3;-51.561288804E3;-10.11625694E3;
1.94485E0;849.64859362E-3;-39.925418193E-3;832.9983834E-3;39.143083575E-3;-56.61424434E3;-15.242594544E3;
1.9449E0;849.64859443E-3;-39.925418333E-3;832.99838416E-3;39.143083695E-3;-61.653231158E3;-20.365171266E3;
1.94495E0;849.64859524E-3;-39.925418473E-3;832.99838492E-3;39.143083816E-3;-66.677005964E3;-25.482723187E3;
1.945E0;849.64859604E-3;-39.925418614E-3;832.99838568E-3;39.143083936E-3;-71.684329216E3;-30.593987626E3;
1.94505E0;849.64859685E-3;-39.925418754E-3;832.99838643E-3;39.143084056E-3;-76.673965431E3;-35.697703457E3;
1.9451E0;849.64859766E-3;-39.925418894E-3;832.99838719E-3;39.143084176E-3;-81.644683493E3;-40.792611413E3;
1.94515E0;849.64859846E-3;-39.925419034E-3;832.99838795E-3;39.143084297E-3;-86.595256949E3;-45.877454402E3;
1.9452E0;849.64859927E-3;-39.925419174E-3;832.9983887E-3;39.143084416E-3;-91.524464322E3;-50.950977815E3;
1.94525E0;849.64860007E-3;-39.925419314E-3;832.99838946E-3;39.143084537E-3;-96.431089401E3;-56.011929837E3;
1.9453E0;849.64860088E-3;-39.925419454E-3;832.99839021E-3;39.143084656E-3;-101.31392155E3;-61.059061752E3;
1.94535E0;849.64860168E-3;-39.925419594E-3;832.99839097E-3;39.143084776E-3;-106.17175601E3;-66.091128257E3;
1.9454E0;849.64860249E-3;-39.925419734E-3;832.99839172E-3;39.143084896E-3;-111.00339417E3;-71.106887765E3;
1.94545E0;849.64860329E-3;-39.925419874E-3;832.99839248E-3;39.143085016E-3;-115.8076439E3;-76.105102712E3;
1.9455E0;849.6486041E-3;-39.925420014E-3;832.99839323E-3;39.143085136E-3;-120.58331984E3;-81.084539862E3;
1.94555E0;849.6486049E-3;-39.925420153E-3;832.99839398E-3;39.143085256E-3;-125.32924364E3;-86.043970616E3;
1.9456E0;849.6486057E-3;-39.925420293E-3;832.99839474E-3;39.143085375E-3;-130.04424432E3;-90.982171306E3;
1.94565E0;849.6486065E-3;-39.925420433E-3;832.99839549E-3;39.143085495E-3;-134.72715853E3;-95.897923506E3;
1.9457E0;849.64860731E-3;-39.925420572E-3;832.99839624E-3;39.143085614E-3;-139.37683083E3;-100.79001433E3;
1.94575E0;849.64860811E-3;-39.925420712E-3;832.99839699E-3;39.143085734E-3;-143.99211398E3;-105.65723672E3;
1.9458E0;849.64860891E-3;-39.925420851E-3;832.99839774E-3;39.143085853E-3;-148.57186923E3;-110.49838977E3;
1.94585E0;849.64860971E-3;-39.925420991E-3;832.9983985E-3;39.143085973E-3;-153.1149666E3;-115.312279E3;
1.9459E0;849.64861051E-3;-39.92542113E-3;832.99839925E-3;39.143086092E-3;-157.62028513E3;-120.09771664E3;
1.94595E0;849.64861131E-3;-39.925421269E-3;832.9984E-3;39.143086211E-3;-162.08671322E3;-124.85352197E3;
1.946E0;849.64861211E-3;-39.925421408E-3;832.99840075E-3;39.14308633E-3;-166.51314883E3;-129.57852156E3;
1.94605E0;849.64861291E-3;-39.925421548E-3;832.9984015E-3;39.14308645E-3;-170.89849982E3;-134.27154959E3;
1.9461E0;849.64861371E-3;-39.925421687E-3;832.99840225E-3;39.143086569E-3;-175.24168416E3;-138.93144812E3;
1.94615E0;849.64861451E-3;-39.925421826E-3;832.998403E-3;39.143086688E-3;-179.54163023E3;-143.5570674E3;
1.9462E0;849.64861531E-3;-39.925421965E-3;832.99840375E-3;39.143086807E-3;-183.79727709E3;-148.14726612E3;
1.94625E0;849.6486161E-3;-39.925422104E-3;832.9984045E-3;39.143086926E-3;-188.00757472E3;-152.70091171E3;
1.9463E0;849.6486169E-3;-39.925422243E-3;832.99840524E-3;39.143087045E-3;-192.17148429E3;-157.21688064E3;
1.94635E0;849.6486177E-3;-39.925422381E-3;832.99840599E-3;39.143087164E-3;-196.28797842E3;-161.69405865E3;
1.9464E0;849.6486185E-3;-39.92542252E-3;832.99840674E-3;39.143087283E-3;-200.35604143E3;-166.13134107E3;
1.94645E0;849.64861929E-3;-39.925422659E-3;832.99840749E-3;39.143087402E-3;-204.37466959E3;-170.52763307E3;
1.9465E0;849.64862009E-3;-39.925422798E-3;832.99840823E-3;39.14308752E-3;-208.34287135E3;-174.88184993E3;
1.94655E0;849.64862088E-3;-39.925422936E-3;832.99840898E-3;39.143087639E-3;-212.25966762E3;-179.19291731E3;
1.9466E0;849.64862168E-3;-39.925423075E-3;832.99840973E-3;39.143087758E-3;-216.12409199E3;-183.45977151E3;
1.94665E0;849.64862247E-3;-39.925423213E-3;832.99841047E-3;39.143087876E-3;-219.93519098E3;-187.68135976E3;
1.9467E0;849.64862327E-3;-39.925423352E-3;832.99841122E-3;39.143087995E-3;-223.69202424E3;-191.85664044E3;
1.94675E0;849.64862406E-3;-39.92542349E-3;832.99841196E-3;39.143088114E-3;-227.39366485E3;-195.98458337E3;
1.9468E0;849.64862486E-3;-39.925423629E-3;832.99841271E-3;39.143088232E-3;-231.03919947E3;-200.06417003E3;
1.94685E0;849.64862565E-3;-39.925423767E-3;832.99841345E-3;39.14308835E-3;-234.62772862E3;-204.09439385E3;
1.9469E0;849.64862644E-3;-39.925423905E-3;832.9984142E-3;39.143088468E-3;-238.15836688E3;-208.07426043E3;
1.94695E0;849.64862724E-3;-39.925424043E-3;832.99841494E-3;39.143088587E-3;-241.63024314E3;-212.00278779E3;
1.947E0;849.64862803E-3;-39.925424181E-3;832.99841568E-3;39.143088705E-3;-245.04250074E3;-215.87900664E3;
1.94705E0;849.64862882E-3;-39.92542432E-3;832.99841643E-3;39.143088823E-3;-248.39429777E3;-219.70196058E3;
1.9471E0;849.64862961E-3;-39.925424458E-3;832.99841717E-3;39.143088941E-3;-251.68480722E3;-223.47070634E3;
1.94715E0;849.6486304E-3;-39.925424596E-3;832.99841791E-3;39.14308906E-3;-254.91321721E3;-227.18431405E3;
1.9472E0;849.64863119E-3;-39.925424733E-3;832.99841865E-3;39.143089178E-3;-258.07873118E3;-230.84186743E3;
1.94725E0;849.64863198E-3;-39.925424871E-3;832.99841939E-3;39.143089296E-3;-261.18056808E3;-234.44246403E3;
