X axis;1VSC_Measurement_Control/idref;1VSC_Measurement_Control/iqref;1VSC_Measurement_Control/ppcc;1VSC_Measurement_Control/qpcc;p3/va_t;p5/va_t;
Time (s);;;;;;;

0E0;850E-3;-39.95E-3;833E-3;39E-3;0E0;131.56362866E3;
25E-6;850.69356931E-3;-38.64095577E-3;-4.7155545031E0;-456.01455819E-3;-194.84979286E3;12.773041669E3;
50E-6;852.58992017E-3;-32.957185417E-3;-9.5266806764E0;-1.0323244893E0;-129.75557277E3;52.621857726E3;
100E-6;859.12056643E-3;-11.742611506E-3;-14.929904379E0;-1.3790293678E0;-64.838459795E3;92.453846159E3;
150E-6;866.5818667E-3;20.455238073E-3;-13.249296699E0;-1.4558547811E0;87.794419276E3;185.77489369E3;
200E-6;872.13993234E-3;56.067251072E-3;-7.3169658353E0;-1.114091593E0;229.58916424E3;272.42959867E3;
250E-6;874.83376059E-3;87.608234053E-3;-1.7923471827E0;-547.17514351E-3;305.1042947E3;318.58526584E3;
300E-6;875.5144869E-3;109.83772942E-3;735.44192967E-3;-31.983577814E-3;289.91412189E3;309.34420904E3;
350E-6;875.56658785E-3;120.87885596E-3;722.15429159E-3;235.19456039E-3;198.45846249E3;253.53018403E3;
400E-6;875.81552719E-3;122.7007251E-3;-51.911641403E-3;237.86785132E-3;76.962516223E3;179.36264165E3;
450E-6;876.35107359E-3;122.65712279E-3;-424.27397712E-3;115.2305705E-3;-15.185232245E3;123.08821383E3;
500E-6;876.95270632E-3;123.98451361E-3;-316.25694695E-3;50.439519158E-3;-30.279272853E3;113.81619522E3;
550E-6;877.45560633E-3;123.48742957E-3;-29.343090148E-3;162.11420614E-3;44.442048918E3;159.3247164E3;
600E-6;877.78257744E-3;124.19679951E-3;387.45866788E-3;465.32207766E-3;184.33741039E3;244.56451063E3;
650E-6;877.83431734E-3;129.94145805E-3;1.0715817296E0;890.36287997E-3;344.96905224E3;342.4083891E3;
700E-6;877.49505527E-3;139.43455644E-3;1.9514665487E0;1.3213667931E0;477.08991279E3;422.7999209E3;
750E-6;876.76502192E-3;150.39654519E-3;2.6346668292E0;1.639539201E0;543.050578E3;462.76665474E3;
800E-6;875.84581335E-3;160.4316035E-3;2.7081674699E0;1.764936628E0;529.972858E3;454.45801677E3;
850E-6;875.06158026E-3;167.75733536E-3;2.0947648744E0;1.6836519067E0;450.94382803E3;405.87081357E3;
900E-6;874.6772911E-3;171.63377243E-3;1.1083917911E0;1.4542430126E0;338.56600526E3;336.90979127E3;
950E-6;874.76485856E-3;172.4716318E-3;207.33836167E-3;1.1874273297E0;233.09752662E3;272.14748392E3;
1E-3;875.20259674E-3;171.65147392E-3;-292.29108278E-3;1.0039320535E0;169.07679981E3;232.6607096E3;
1.025E-3;875.52359617E-3;171.18114132E-3;-609.7043601E-3;1.0208611228E0;184.52987473E3;241.87470945E3;
1.05E-3;875.8897145E-3;170.84282224E-3;-790.17995294E-3;938.2664524E-3;162.12756686E3;227.97785489E3;
1.1E-3;876.74538042E-3;170.59671118E-3;-966.48374949E-3;825.82792229E-3;135.4796069E3;211.24348891E3;
1.15E-3;877.64049525E-3;170.48894925E-3;-947.97556662E-3;800.88549101E-3;138.06101347E3;212.31838044E3;
1.2E-3;878.49016771E-3;170.18044354E-3;-784.71427495E-3;869.04713988E-3;168.46561389E3;230.34075762E3;
1.25E-3;879.24204687E-3;169.60588779E-3;-556.80235136E-3;1.0117313777E0;219.29610289E3;260.7928524E3;
1.3E-3;879.88207013E-3;169.06818625E-3;-337.29071286E-3;1.1871977425E0;276.7922539E3;295.27477924E3;
1.35E-3;880.42778E-3;168.88408812E-3;-179.54875111E-3;1.3489657591E0;326.65092202E3;325.05710199E3;
1.4E-3;880.91739221E-3;169.07120189E-3;-112.90009354E-3;1.4613137376E0;358.62894213E3;343.88989598E3;
1.45E-3;881.39713296E-3;169.43738016E-3;-140.06288933E-3;1.5085832352E0;369.08395816E3;349.55280857E3;
1.5E-3;881.90819427E-3;169.77505005E-3;-238.18235461E-3;1.4972082862E0;361.25345299E3;344.02449435E3;
1.55E-3;882.47603944E-3;169.97018842E-3;-367.19832571E-3;1.4507411955E0;343.38599133E3;332.34129297E3;
1.6E-3;875.46394617E-3;170.02043701E-3;-484.5440118E-3;1.4003057891E0;325.5705902E3;320.66165837E3;
1.65E-3;858.4600124E-3;169.9862693E-3;-565.72868027E-3;1.3687806785E0;314.81275276E3;313.26099303E3;
1.7E-3;838.71346487E-3;169.93427154E-3;-607.09823796E-3;1.3654884464E0;313.5874185E3;311.64895843E3;
1.75E-3;818.00449043E-3;169.91801207E-3;-615.28335411E-3;1.3910608132E0;321.57974423E3;315.63239623E3;
1.8E-3;797.80684869E-3;169.97905807E-3;-604.32343126E-3;1.4373895932E0;335.79353122E3;323.38185569E3;
1.85E-3;778.10791415E-3;170.14348078E-3;-589.52841043E-3;1.4919474064E0;352.00511013E3;332.31919438E3;
1.9E-3;758.89537306E-3;170.41484408E-3;-583.62750963E-3;1.5417074884E0;366.02484438E3;339.88758836E3;
1.95E-3;740.1572157E-3;170.77322036E-3;-593.91049907E-3;1.5771164167E0;374.93544426E3;344.3072288E3;
2E-3;721.8817289E-3;171.18473647E-3;-621.32969807E-3;1.5943854183E0;377.76227168E3;344.98422278E3;
2.05E-3;704.05748868E-3;171.61608933E-3;-661.42704719E-3;1.5956982185E0;375.4642503E3;342.50479664E3;
2.1E-3;686.67335315E-3;172.04596378E-3;-706.62384391E-3;1.5876088246E0;370.35036037E3;338.27895437E3;
2.15E-3;669.71845554E-3;172.46906085E-3;-749.05788992E-3;1.5783979329E0;365.18417072E3;333.9938305E3;
2.2E-3;653.18219738E-3;172.89355069E-3;-783.00240255E-3;1.5753431131E0;362.29228996E3;331.06954976E3;
2.25E-3;637.05424189E-3;173.33545993E-3;-806.14746781E-3;1.582730772E0;362.942285E3;330.27964788E3;
2.3E-3;621.32450752E-3;173.81293163E-3;-819.55787718E-3;1.6010824618E0;367.13313732E3;331.62333009E3;
2.35E-3;605.98316166E-3;174.3414307E-3;-826.62985135E-3;1.6276257468E0;373.7949782E3;334.44752548E3;
2.4E-3;591.02061446E-3;174.93014275E-3;-831.61573075E-3;1.6576602744E0;381.27286526E3;337.74225652E3;
2.45E-3;576.42751287E-3;175.58016078E-3;-838.25085932E-3;1.686260522E0;387.90487664E3;340.49350539E3;
2.5E-3;562.19473477E-3;176.2851339E-3;-848.83024822E-3;1.7097528847E0;392.50778985E3;341.979608E3;
2.55E-3;548.31338329E-3;177.03420166E-3;-863.87449109E-3;1.7265701691E0;394.64184694E3;341.93276974E3;
2.6E-3;534.77478124E-3;177.81598298E-3;-882.35129211E-3;1.7373402648E0;394.61291629E3;340.54028922E3;
2.65E-3;521.57046565E-3;178.6220386E-3;-902.28852622E-3;1.7443164261E0;393.25511651E3;338.3118052E3;
2.7E-3;508.69218255E-3;179.44872169E-3;-921.53608957E-3;1.7504312223E0;391.5947867E3;335.87416116E3;
2.75E-3;496.13188175E-3;180.29718926E-3;-938.4275942E-3;1.7583173594E0;390.51485896E3;333.76655855E3;
2.8E-3;483.88171183E-3;181.17202222E-3;-952.16460243E-3;1.7695882499E0;390.51846225E3;332.29631051E3;
2.85E-3;471.93401524E-3;182.07917238E-3;-962.8658448E-3;1.7845435009E0;391.64446605E3;331.48734972E3;
2.9E-3;460.2813235E-3;183.02391717E-3;-971.33993465E-3;1.8023104333E0;393.53378414E3;331.1207509E3;
2.95E-3;448.91635255E-3;184.0093432E-3;-978.71026974E-3;1.8213025896E0;395.60096396E3;330.83949689E3;
3E-3;437.83199817E-3;185.03567911E-3;-986.03279345E-3;1.839804375E0;397.24240211E3;330.27557452E3;
3.05E-3;427.02133155E-3;186.10054901E-3;-994.01506947E-3;1.8564883477E0;398.01367416E3;329.1581952E3;
3.1E-3;416.47759497E-3;187.19994598E-3;-1.0028921312E0;1.8707264247E0;397.72935883E3;327.37469366E3;
3.15E-3;406.19419756E-3;188.32952369E-3;-1.0124603851E0;1.8826416917E0;396.46972338E3;324.97457454E3;
3.2E-3;396.1647112E-3;189.48575882E-3;-1.0222279994E0;1.8929328891E0;394.50877606E3;322.12557097E3;
3.25E-3;386.38286648E-3;190.66665505E-3;-1.0316161822E0;1.9025640263E0;392.19872298E3;319.04310763E3;
3.3E-3;376.84254879E-3;191.87186624E-3;-1.0401438275E0;1.9124339583E0;389.85243145E3;315.91856194E3;
3.35E-3;367.5377945E-3;193.10231731E-3;-1.0475458466E0;1.9231255819E0;387.65864682E3;312.86752872E3;
3.4E-3;358.46278723E-3;194.35953019E-3;-1.0538048384E0;1.9347928769E0;385.64885912E3;309.90961591E3;
3.45E-3;349.61185421E-3;195.64490223E-3;-1.0591053539E0;1.9471932151E0;383.71616001E3;306.97997234E3;
3.5E-3;340.97946275E-3;196.95914951E-3;-1.0637404634E0;1.9598287422E0;381.67112945E3;303.96341118E3;
3.55E-3;332.56021675E-3;198.30204352E-3;-1.0680074302E0;1.972135631E0;379.31166536E3;300.73703511E3;
3.6E-3;324.34885338E-3;199.67246589E-3;-1.0721242203E0;1.9836574538E0;376.48380629E3;297.20735579E3;
3.65E-3;316.34023971E-3;201.06871071E-3;-1.0761858482E0;1.9941554029E0;373.11744592E3;293.33208299E3;
3.7E-3;308.5293696E-3;202.48890319E-3;-1.0801644597E0;2.0036352239E0;369.23115337E3;289.12305534E3;
3.75E-3;300.91136047E-3;203.93139196E-3;-1.0839440995E0;2.0122986313E0;364.91042105E3;284.63295425E3;
3.8E-3;293.48145033E-3;205.39500509E-3;-1.0873732556E0;2.0204473921E0;360.27062972E3;279.93269408E3;
3.85E-3;286.23499477E-3;206.87912101E-3;-1.0903166635E0;2.0283766749E0;355.41838258E3;275.08782166E3;
3.9E-3;279.16746404E-3;208.38356855E-3;-1.0926918049E0;2.0362904956E0;350.42278102E3;270.14098789E3;
3.95E-3;272.27444023E-3;209.90841702E-3;-1.0944828825E0;2.0442595151E0;345.30313461E3;265.10445225E3;
4E-3;265.55161455E-3;211.45373743E-3;-1.0957329822E0;2.0522253819E0;340.03357233E3;259.9629032E3;
4.05E-3;258.99478456E-3;213.0194086E-3;-1.0965212091E0;2.0600415612E0;334.55999785E3;254.68381105E3;
4.1E-3;252.59985161E-3;214.60501557E-3;-1.0969344109E0;2.0675319511E0;328.82209368E3;249.23085987E3;
4.15E-3;246.36281823E-3;216.2098528E-3;-1.0970426035E0;2.0745469936E0;322.77299749E3;243.57595596E3;
4.2E-3;240.27978568E-3;217.83301202E-3;-1.0968842531E0;2.081001568E0;316.39136605E3;237.70658823E3;
4.25E-3;234.34695147E-3;219.47351411E-3;-1.096463524E0;2.0868872022E0;309.68377972E3;231.62729219E3;
4.3E-3;228.56060699E-3;221.13043878E-3;-1.0957578065E0;2.0922599728E0;302.67865387E3;225.35593057E3;
4.35E-3;222.91713521E-3;222.80301509E-3;-1.0947312929E0;2.0972122149E0;295.41507551E3;218.9168778E3;
4.4E-3;217.41300842E-3;224.49065417E-3;-1.0933495248E0;2.101839281E0;287.93079945E3;212.33369295E3;
4.45E-3;212.04478599E-3;226.19292527E-3;-1.0915905924E0;2.1062118648E0;280.2530576E3;205.62351105E3;
4.5E-3;206.80911226E-3;227.90949305E-3;-1.0894504984E0;2.1103607862E0;272.3942992E3;198.79444472E3;
4.55E-3;201.70271442E-3;229.64004103E-3;-1.0869423621E0;2.1142762236E0;264.35312574E3;191.84615645E3;
4.6E-3;196.72240049E-3;231.38420607E-3;-1.0840909521E0;2.1179188314E0;256.11911734E3;184.7728057E3;
4.65E-3;191.86505727E-3;233.14154047E-3;-1.0809250527E0;2.1212372559E0;247.67937063E3;177.56703975E3;
4.7E-3;187.12764845E-3;234.91150752E-3;-1.0774702612E0;2.1241857725E0;239.0245021E3;170.22365751E3;
4.75E-3;182.50721268E-3;236.69350554E-3;-1.0737441638E0;2.126736945E0;230.15247453E3;162.74194414E3;
4.8E-3;178.00086175E-3;238.4869082E-3;-1.0697547633E0;2.1288866262E0;221.06956769E3;155.12626233E3;
4.85E-3;173.60577874E-3;240.2911064E-3;-1.0655019407E0;2.1306513382E0;211.78878386E3;147.38507806E3;
4.9E-3;169.31921631E-3;242.10553953E-3;-1.0609809196E0;2.1320602587E0;202.32666802E3;139.52901909E3;
4.95E-3;165.13849492E-3;243.92970894E-3;-1.0561863459E0;2.1331451582E0;192.6997873E3;131.56872589E3;
5E-3;161.06100121E-3;245.76317324E-3;-1.0511157031E0;2.1339315747E0;182.9219606E3;123.5131609E3;
5.05E-3;157.08418637E-3;247.60553003E-3;-1.0457712291E0;2.1344335187E0;173.00288849E3;115.36877254E3;
5.1E-3;153.20556448E-3;249.45639196E-3;-1.0401600949E0;2.1346525416E0;162.94829157E3;107.13958012E3;
5.15E-3;149.42271104E-3;251.31536498E-3;-1.034293145E0;2.1345805837E0;152.76120327E3;98.827963155E3;
5.2E-3;145.73326138E-3;253.18203455E-3;-1.0281828463E0;2.1342050462E0;142.44379899E3;90.435777854E3;
5.25E-3;142.13490925E-3;255.05596245E-3;-1.0218411843E0;2.1335141964E0;131.99911479E3;81.965405936E3;
5.3E-3;138.62540532E-3;256.93669275E-3;-1.015278111E0;2.1325012867E0;121.43217538E3;73.420442812E3;
5.35E-3;135.20255581E-3;258.82376388E-3;-1.0085008726E0;2.1311664553E0;110.75032424E3;64.805898621E3;
5.4E-3;131.86422109E-3;260.71672183E-3;-1.0015142277E0;2.1295162948E0;99.962824972E3;56.127954545E3;
5.45E-3;128.6083144E-3;262.61513067E-3;-994.32131492E-3;2.1275616681E0;89.080001782E3;47.393437905E3;
5.5E-3;125.43280046E-3;264.51857774E-3;-986.92479389E-3;2.1253147395E0;78.11226532E3;38.609227393E3;
5.55E-3;122.33569428E-3;266.4266731E-3;-979.32787998E-3;2.1227862258E0;67.069330176E3;29.7817754E3;
5.6E-3;119.31505985E-3;268.33904432E-3;-971.53500101E-3;2.1199836112E0;55.959809227E3;20.916860425E3;
5.65E-3;116.36900899E-3;270.25532909E-3;-963.55196492E-3;2.116910649E0;44.791220004E3;12.019590974E3;
5.7E-3;113.49570013E-3;272.17516809E-3;-955.38568828E-3;2.1135680386E0;33.57031003E3;3.0946041192E3;
5.75E-3;110.69333716E-3;274.09820008E-3;-947.04364983E-3;2.1099548514E0;22.303534572E3;-5.8536429759E3;
5.8E-3;107.96016834E-3;276.02406025E-3;-938.53327839E-3;2.1060701499E0;10.997511658E3;-14.820595459E3;
5.85E-3;105.29448518E-3;277.95238156E-3;-929.861461E-3;2.1019142954E0;-340.67599825E0;-23.801416685E3;
5.9E-3;102.69462134E-3;279.88279815E-3;-921.03428633E-3;2.0974896314E0;-11.703389004E3;-32.790932261E3;
5.95E-3;100.15895168E-3;281.81494948E-3;-912.05704874E-3;2.0928004688E0;-23.082531756E3;-41.783691551E3;
6E-3;97.685891146E-3;283.74848371E-3;-902.93445956E-3;2.0878525133E0;-34.469775041E3;-50.774103711E3;
6.05E-3;95.273893833E-3;285.68305966E-3;-893.67096427E-3;2.0826520106E0;-45.856809962E3;-59.756592801E3;
6.1E-3;92.92145201E-3;287.61834683E-3;-884.27105424E-3;2.077204908E0;-57.235553323E3;-68.725723249E3;
6.15E-3;90.62709517E-3;289.55402396E-3;-874.73948569E-3;2.0715162697E0;-68.598256764E3;-77.676266547E3;
6.2E-3;88.389389117E-3;291.48977678E-3;-865.08136181E-3;2.0655900625E0;-79.937511134E3;-86.603203999E3;
6.25E-3;86.206935065E-3;293.42529563E-3;-855.30208187E-3;2.0594292998E0;-91.246170498E3;-95.501680426E3;
6.3E-3;84.078368767E-3;295.36027379E-3;-845.40719788E-3;2.0530364309E0;-102.51723845E3;-104.36693487E3;
6.35E-3;82.002359661E-3;297.29440665E-3;-835.40223762E-3;2.0464138152E0;-113.74376083E3;-113.19423525E3;
6.4E-3;79.97761004E-3;299.22739196E-3;-825.29255086E-3;2.0395641285E0;-124.91875681E3;-121.97883637E3;
6.45E-3;78.002854237E-3;301.15893075E-3;-815.08321752E-3;2.0324905979E0;-136.03520153E3;-130.71596951E3;
6.5E-3;76.076857836E-3;303.08872858E-3;-804.77903165E-3;2.0251970317E0;-147.08605471E3;-139.40085996E3;
6.55E-3;74.198416902E-3;305.01649658E-3;-794.38455069E-3;2.0176876765E0;-158.06431745E3;-148.02876183E3;
6.6E-3;72.366357225E-3;306.94195209E-3;-783.90418302E-3;2.009966976E0;-168.9630947E3;-156.59499631E3;
6.65E-3;70.57953359E-3;308.86481881E-3;-773.34228153E-3;2.0020393208E0;-179.77564482E3;-165.09498197E3;
6.7E-3;68.836829057E-3;310.7848263E-3;-762.70321528E-3;1.9939088612E0;-190.49540562E3;-173.52425077E3;
6.75E-3;67.137154265E-3;312.70170933E-3;-751.99140336E-3;1.9855794247E0;-201.11599607E3;-181.87844922E3;
6.8E-3;65.479446752E-3;314.61520706E-3;-741.21130877E-3;1.9770545404E0;-211.63120041E3;-190.15332874E3;
6.85E-3;63.862670289E-3;316.52506244E-3;-730.36740182E-3;1.9683375419E0;-222.03494511E3;-198.34473172E3;
6.9E-3;62.285814233E-3;318.43102188E-3;-719.46410969E-3;1.9594317034E0;-232.32127866E3;-206.44857926E3;
6.95E-3;60.747892894E-3;320.33283522E-3;-708.50576903E-3;1.9503403627E0;-242.48436085E3;-214.46086477E3;
7E-3;59.247944921E-3;322.23025595E-3;-697.49659462E-3;1.9410669989E0;-252.51846365E3;-222.37765454E3;
7.05E-3;57.785032701E-3;324.12304155E-3;-686.44066981E-3;1.9316152516E0;-262.41798136E3;-230.19509408E3;
7.1E-3;56.35824177E-3;326.01095382E-3;-675.34195737E-3;1.9219888866E0;-272.17744553E3;-237.9094173E3;
7.15E-3;54.966680245E-3;327.89375906E-3;-664.20432358E-3;1.9121917298E0;-281.79153952E3;-245.51695553E3;
7.2E-3;53.609478263E-3;329.77122811E-3;-653.0315663E-3;1.9022275931E0;-291.2551091E3;-253.01414399E3;
7.25E-3;52.285787442E-3;331.64313619E-3;-641.82743833E-3;1.8921002161E0;-300.56316739E3;-260.39752499E3;
7.3E-3;50.994780345E-3;333.50926271E-3;-630.59566037E-3;1.8818132362E0;-309.71089482E3;-267.6637479E3;
7.35E-3;49.735649966E-3;335.36939095E-3;-619.33992217E-3;1.87137019E0;-318.69363617E3;-274.80956753E3;
7.4E-3;48.507609226E-3;337.22330786E-3;-608.06387374E-3;1.8607745395E0;-327.50689714E3;-281.83184202E3;
7.45E-3;47.30989048E-3;339.07080389E-3;-596.77111138E-3;1.85002971E0;-336.14634241E3;-288.7275318E3;
7.5E-3;46.141745036E-3;340.91167295E-3;-585.46516347E-3;1.8391391261E0;-344.60779599E3;-295.49369987E3;
7.55E-3;45.002442689E-3;342.74571246E-3;-574.14948028E-3;1.8281062373E0;-352.8872439E3;-302.12751351E3;
7.6E-3;43.891271265E-3;344.57272336E-3;-562.82742997E-3;1.8169345252E0;-360.98083796E3;-308.62624669E3;
7.65E-3;42.807536172E-3;346.39251027E-3;-551.50230088E-3;1.8056274966E0;-368.8848996E3;-314.98728245E3;
7.7E-3;41.75055997E-3;348.20488149E-3;-540.17730834E-3;1.794188665E0;-376.59592261E3;-321.20811466E3;
7.75E-3;40.719681946E-3;350.009649E-3;-528.85560321E-3;1.7826215294E0;-384.11057433E3;-327.28634884E3;
7.8E-3;39.7142577E-3;351.80662841E-3;-517.54027961E-3;1.7709295556E0;-391.42569548E3;-333.2197021E3;
7.85E-3;38.733658745E-3;353.59563885E-3;-506.23437989E-3;1.7591161666E0;-398.53829907E3;-339.00600257E3;
7.9E-3;37.777272109E-3;355.37650291E-3;-494.94089605E-3;1.7471847402E0;-405.44556924E3;-344.64318874E3;
7.95E-3;36.844499958E-3;357.14904648E-3;-483.66276805E-3;1.7351386159E0;-412.14486041E3;-350.12930906E3;
8E-3;35.934759219E-3;358.91309874E-3;-472.40288025E-3;1.7229811043E0;-418.63369723E3;-355.46252188E3;
8.05E-3;35.047481213E-3;360.66849205E-3;-461.16405741E-3;1.710715498E0;-424.90977504E3;-360.64109591E3;
8.1E-3;34.182111307E-3;362.41506202E-3;-449.94906167E-3;1.6983450787E0;-430.97096063E3;-365.66341068E3;
8.15E-3;33.338108558E-3;364.15264741E-3;-438.7605913E-3;1.6858731203E0;-436.8152928E3;-370.52795695E3;
8.2E-3;32.514945384E-3;365.88109024E-3;-427.60128128E-3;1.6733028871E0;-442.44098234E3;-375.23333678E3;
8.25E-3;31.712107227E-3;367.60023571E-3;-416.47370546E-3;1.6606376286E0;-447.84641128E3;-379.77826313E3;
8.3E-3;30.929092233E-3;369.30993221E-3;-405.38037935E-3;1.6478805735E0;-453.03013148E3;-384.16155903E3;
8.35E-3;30.165410944E-3;371.01003129E-3;-394.32376291E-3;1.6350349237E0;-457.99086275E3;-388.38215655E3;
8.4E-3;29.420585982E-3;372.70038763E-3;-383.30626253E-3;1.6221038506E0;-462.72749088E3;-392.43909558E3;
8.45E-3;28.69415176E-3;374.38085893E-3;-372.33023208E-3;1.609090494E0;-467.23906574E3;-396.33152278E3;
8.5E-3;27.985654186E-3;376.05130595E-3;-361.39797286E-3;1.5959979636E0;-471.52479968E3;-400.05869063E3;
8.55E-3;27.294650379E-3;377.71159238E-3;-350.51173301E-3;1.5828293406E0;-475.58406627E3;-403.61995672E3;
8.6E-3;26.620708394E-3;379.36158488E-3;-339.67370666E-3;1.569587681E0;-479.41639901E3;-407.01478303E3;
8.65E-3;25.963406952E-3;381.001153E-3;-328.88603324E-3;1.5562760176E0;-483.02149015E3;-410.24273524E3;
8.7E-3;25.322335176E-3;382.6301692E-3;-318.15079735E-3;1.5428973606E0;-486.39918911E3;-413.3034818E3;
8.75E-3;24.697092332E-3;384.24850883E-3;-307.47002915E-3;1.5294546969E0;-489.5495006E3;-416.19679287E3;
8.8E-3;24.087287583E-3;385.85605009E-3;-296.84570525E-3;1.515950989E0;-492.47258232E3;-418.92253892E3;
8.85E-3;23.492539741E-3;387.45267405E-3;-286.2797499E-3;1.5023891728E0;-495.16874232E3;-421.48068919E3;
8.9E-3;22.912477032E-3;389.03826459E-3;-275.7740361E-3;1.4887721555E0;-497.6384362E3;-423.87131001E3;
8.95E-3;22.876071069E-3;390.61270837E-3;-265.33038668E-3;1.4751028145E0;-499.88226428E3;-426.09456311E3;
9E-3;23.376071069E-3;392.17650436E-3;-254.76326082E-3;1.4617478161E0;-502.01174251E3;-428.21830543E3;
9.05E-3;23.876071069E-3;393.73134128E-3;-243.88119255E-3;1.4490578785E0;-504.14699469E3;-430.31563988E3;
9.1E-3;24.376071069E-3;395.27924459E-3;-232.72902269E-3;1.4369059859E0;-506.26308044E3;-432.37113358E3;
9.15E-3;24.876071069E-3;396.82149028E-3;-221.43506166E-3;1.4250105449E0;-508.27541469E3;-434.33296506E3;
9.2E-3;25.376071069E-3;398.35827026E-3;-210.15727728E-3;1.4130489535E0;-510.0728069E3;-436.13309472E3;
9.25E-3;25.876071069E-3;399.888737E-3;-199.03521539E-3;1.4007608977E0;-511.55538348E3;-437.71041103E3;
9.3E-3;26.376071069E-3;401.41134716E-3;-188.15514515E-3;1.3880119244E0;-512.66308793E3;-439.02812183E3;
9.35E-3;26.876071069E-3;402.92434805E-3;-177.53666831E-3;1.3748077513E0;-513.38801948E3;-440.08127911E3;
9.4E-3;27.376071069E-3;404.42623948E-3;-167.14070052E-3;1.3612654571E0;-513.76939514E3;-440.89369782E3;
9.45E-3;27.876071069E-3;405.91608196E-3;-156.8925992E-3;1.3475586878E0;-513.87528188E3;-441.50680169E3;
9.5E-3;28.376071069E-3;407.39359101E-3;-146.71102755E-3;1.3338579121E0;-513.77859725E3;-441.96497354E3;
9.55E-3;28.876071069E-3;408.85903076E-3;-136.53319967E-3;1.3202838351E0;-513.53543558E3;-442.30232791E3;
9.6E-3;29.376071069E-3;410.31297488E-3;-126.32993939E-3;1.3068845753E0;-513.17181869E3;-442.53462765E3;
9.65E-3;29.876071069E-3;411.75602825E-3;-116.10818991E-3;1.2936382225E0;-512.68148612E3;-442.6579393E3;
9.7E-3;30.376071069E-3;413.188596E-3;-105.90268857E-3;1.2804747984E0;-512.03362642E3;-442.65335537E3;
9.75E-3;30.876071069E-3;414.61075672E-3;-95.761282426E-3;1.2673073273E0;-511.1866608E3;-442.49540924E3;
9.8E-3;31.376071069E-3;416.02225641E-3;-85.729287145E-3;1.2540612518E0;-510.10301444E3;-442.16109099E3;
9.85E-3;31.876071069E-3;417.42260201E-3;-75.837511556E-3;1.2406941333E0;-508.76033803E3;-441.63669504E3;
9.9E-3;32.376071069E-3;418.81120883E-3;-66.096651101E-3;1.2272020297E0;-507.15643711E3;-440.92082644E3;
9.95E-3;32.876071069E-3;420.18754925E-3;-56.498442871E-3;1.2136135025E0;-505.30748391E3;-440.02330702E3;
10E-3;33.376071069E-3;421.55125959E-3;-47.021981929E-3;1.1999755457E0;-503.2411474E3;-438.96098058E3;
10.05E-3;33.876071069E-3;422.90218211E-3;-37.642424402E-3;1.1863371425E0;-500.98751012E3;-437.75216828E3;
10.1E-3;34.376071069E-3;424.24034218E-3;-28.339137846E-3;1.1727356487E0;-498.57081625E3;-436.41163246E3;
10.15E-3;34.876071069E-3;425.56587926E-3;-19.101071536E-3;1.159189306E0;-496.00433898E3;-434.94744515E3;
10.2E-3;35.376071069E-3;426.87896004E-3;-9.9283404352E-3;1.1456967476E0;-493.28934881E3;-433.36035989E3;
10.25E-3;35.876071069E-3;428.17970178E-3;-830.29441414E-6;1.1322421794E0;-490.41778874E3;-431.6454458E3;
10.3E-3;36.376071069E-3;429.46812592E-3;8.1787025947E-3;1.1188035682E0;-487.37723729E3;-429.79511764E3;
10.35E-3;36.876071069E-3;430.74414929E-3;17.084140483E-3;1.105360871E0;-484.15630954E3;-427.80243235E3;
10.4E-3;37.376071069E-3;432.00760849E-3;25.875365046E-3;1.0919019452E0;-480.74883576E3;-425.66363907E3;
10.45E-3;37.876071069E-3;433.25830393E-3;34.547736222E-3;1.0784249396E0;-477.15580331E3;-423.37936353E3;
10.5E-3;38.376071069E-3;434.4960473E-3;43.102675221E-3;1.064937224E0;-473.38488072E3;-420.95431666E3;
10.55E-3;38.876071069E-3;435.72069806E-3;51.54598601E-3;1.0514518925E0;-469.44808432E3;-418.39586981E3;
10.6E-3;39.376071069E-3;436.93218051E-3;59.885256834E-3;1.0379833523E0;-465.35859488E3;-415.71211143E3;
10.65E-3;39.876071069E-3;438.13048004E-3;68.127258497E-3;1.0245434522E0;-461.12780393E3;-412.91004445E3;
10.7E-3;40.376071069E-3;439.31562369E-3;76.276083562E-3;1.0111391438E0;-456.76341186E3;-409.99442577E3;
10.75E-3;40.876071069E-3;440.48765324E-3;84.332417343E-3;997.77202178E-3;-452.26894601E3;-406.96747269E3;
10.8E-3;41.376071069E-3;441.6466001E-3;92.293933307E-3;984.43947641E-3;-447.64458583E3;-403.82936697E3;
10.85E-3;41.876071069E-3;442.79246871E-3;100.15648538E-3;971.13678931E-3;-442.88881977E3;-400.5792664E3;
10.9E-3;42.376071069E-3;443.92523158E-3;107.91560427E-3;957.8593733E-3;-438.00030028E3;-397.21643701E3;
10.95E-3;42.876071069E-3;445.04483526E-3;115.56781199E-3;944.60448659E-3;-432.9793194E3;-393.74115361E3;
11E-3;43.376071069E-3;446.15121326E-3;123.11141299E-3;931.37204373E-3;-427.8285424E3;-390.15514719E3;
11.05E-3;43.876071069E-3;447.24430112E-3;130.54663476E-3;918.16448438E-3;-422.5529196E3;-386.46155085E3;
11.1E-3;44.376071069E-3;448.32404868E-3;137.87520069E-3;904.98593884E-3;-417.15895087E3;-382.66445058E3;
11.15E-3;44.876071069E-3;449.3904266E-3;145.0995646E-3;891.8410794E-3;-411.65363468E3;-378.76824371E3;
