 0.0000000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.5000000E-003  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1000000E-002  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.2000000E-002  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.3000000E-002  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.4000000E-002  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.5000000E-002  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.6000000E-002  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.7000000E-002  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.8000000E-002  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.9000000E-002  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1000000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1100000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1200000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1300000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1400000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1500000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1600000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1700000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1800000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1900000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.2000000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.2100000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.2200000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.2300000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.2400000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.2500000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.2600000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.2700000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.2800000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.2900000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.3000000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.3100000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.3200000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.3300000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.3400000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.3500000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.3600000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.3700000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.3800000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.3900000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.4000000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.4100000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.4200000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.4300000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.4400000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.4500000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.4600000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.4700000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.4800000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.4900000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.5000000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.5100000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.5200000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.5300000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.5400000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.5500000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.5600000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.5700000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.5800000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.5900000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.6000000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.6100000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.6200000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.6300000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.6400000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.6500000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.6600000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.6700000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.6800000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.6900000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.7000000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.7100000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.7200000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.7300000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.7400000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.7500000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.7600000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.7700000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.7800000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.7900000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.8000000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.8100000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.8200000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.8300000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.8400000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.8500000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.8600000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.8700000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.8800000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.8900000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.9000000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.9100000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.9200000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.9300000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.9400000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.9500000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.9600000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.9700000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.9800000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.9900000E-001  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1000000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1010000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1020000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1030000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1040000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1050000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1060000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1070000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1080000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1090000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1100000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1110000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1120000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1130000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1140000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1150000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1160000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1170000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1180000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1190000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1200000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1210000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1220000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1230000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1240000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1250000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1260000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1270000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1280000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1290000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1300000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
 0.1310000E+000  0.9999936E+003  0.4697785E+002  0.9987775E+000  0.1000000E+001  ;
