time;GFLVSC_injectorGFL_PGenPu;GFLVSC_injectorGFL_QGenPu;GFLVSC_injectorGFL_UConvPu;GFLVSC_injectorGFL_UPccPu;
0.508288;0.000000;0.000000;0.147389;0.000000;
0.508806;0.000000;0.000000;0.149248;0.000000;
0.509325;0.000000;0.000000;0.151157;0.000000;
0.509843;0.000000;0.000000;0.153114;0.000000;
0.510361;0.000000;0.000000;0.155116;0.000000;
0.510880;0.000000;0.000000;0.157161;0.000000;
0.511308;0.000000;0.000000;0.158881;0.000000;
0.511308;0.000000;0.000000;0.158881;0.000000;
0.511318;0.000000;0.000000;0.158921;0.000000;
0.511328;0.000000;0.000000;0.158961;0.000000;
0.511348;0.000000;0.000000;0.159040;0.000000;
0.511388;0.000000;0.000000;0.159194;0.000000;
0.511468;0.000000;0.000000;0.159488;0.000000;
0.511628;0.000000;0.000000;0.160024;0.000000;
0.511948;0.000000;0.000000;0.160935;0.000000;
0.512268;0.000000;0.000000;0.161670;0.000000;
0.512588;0.000000;0.000000;0.162281;0.000000;
0.512908;0.000000;0.000000;0.162805;0.000000;
0.513228;0.000000;0.000000;0.163272;0.000000;
0.513548;0.000000;0.000000;0.163699;0.000000;
0.513868;0.000000;0.000000;0.164100;0.000000;
0.514508;0.000000;0.000000;0.164863;0.000000;
0.515148;0.000000;0.000000;0.165592;0.000000;
0.515788;0.000000;0.000000;0.166305;0.000000;
0.516428;0.000000;0.000000;0.167012;0.000000;
0.517706;0.000000;0.000000;0.168423;0.000000;
0.517706;0.000000;0.000000;0.168423;0.000000;
0.517716;0.000000;0.000000;0.168434;0.000000;
0.517726;0.000000;0.000000;0.168445;0.000000;
0.517746;0.000000;0.000000;0.168466;0.000000;
0.517786;0.000000;0.000000;0.168507;0.000000;
0.517866;0.000000;0.000000;0.168583;0.000000;
0.518026;0.000000;0.000000;0.168716;0.000000;
0.518346;0.000000;0.000000;0.168918;0.000000;
0.518986;0.000000;0.000000;0.169161;0.000000;
0.519626;0.000000;0.000000;0.169263;0.000000;
0.520266;0.000000;0.000000;0.169295;0.000000;
0.520906;0.000000;0.000000;0.169296;0.000000;
0.522186;0.000000;0.000000;0.169280;0.000000;
0.523466;0.000000;0.000000;0.169249;0.000000;
0.524746;0.000000;0.000000;0.169222;0.000000;
0.527306;0.000000;0.000000;0.169171;0.000000;
0.529866;0.000000;0.000000;0.169121;0.000000;
0.534986;0.000000;0.000000;0.169022;0.000000;
0.545226;0.000000;0.000000;0.168826;0.000000;
0.565706;0.000000;0.000000;0.168444;0.000000;
0.600000;0.000000;0.000000;0.167828;0.000000;
0.600000;1.058303;0.603830;1.186240;1.111410;
0.600010;1.058431;0.604557;1.186462;1.111547;
0.600020;1.058558;0.605275;1.186681;1.111682;
0.600040;1.058808;0.606688;1.187112;1.111947;
0.600080;1.059292;0.609404;1.187939;1.112457;
0.600160;1.060194;0.614425;1.189467;1.113398;
0.600320;1.061767;0.622995;1.192069;1.114998;
0.600480;1.063065;0.629820;1.194136;1.116268;
0.600640;1.064133;0.635182;1.195755;1.117261;
0.600800;1.065008;0.639329;1.197005;1.118026;
0.601120;1.066342;0.644991;1.198707;1.119063;
0.601408;1.067150;0.647644;1.199501;1.119541;
0.601696;1.067698;0.648708;1.199815;1.119722;
0.601984;1.068059;0.648650;1.199791;1.119695;
0.602272;1.068286;0.647810;1.199531;1.119523;
0.602560;1.068420;0.646453;1.199116;1.119255;
0.602848;1.068489;0.644764;1.198601;1.118926;
0.603136;1.068513;0.642857;1.198020;1.118556;
0.603424;1.068506;0.640816;1.197398;1.118162;
0.603712;1.068476;0.638699;1.196753;1.117753;
0.604000;1.068429;0.636545;1.196097;1.117338;
0.604288;1.068372;0.634383;1.195438;1.116921;
0.604576;1.068306;0.632230;1.194781;1.116506;
0.605152;1.068162;0.628008;1.193492;1.115693;
0.605670;1.068021;0.624323;1.192367;1.114982;
0.606189;1.067874;0.620768;1.191280;1.114296;
0.606707;1.067725;0.617350;1.190234;1.113637;
0.607225;1.067575;0.614072;1.189229;1.113004;
0.607744;1.067424;0.610931;1.188266;1.112397;
0.608262;1.067274;0.607925;1.187344;1.111816;
0.608781;1.067125;0.605048;1.186460;1.111259;
0.609299;1.066977;0.602296;1.185614;1.110727;
0.609817;1.066830;0.599665;1.184805;1.110217;
0.610336;1.066685;0.597151;1.184031;1.109730;
0.611373;1.066400;0.592448;1.182583;1.108819;
0.612409;1.066124;0.588159;1.181260;1.107987;
0.613446;1.065856;0.584254;1.180054;1.107229;
0.614483;1.065598;0.580706;1.178958;1.106541;
0.615520;1.065349;0.577488;1.177962;1.105916;
0.616557;1.065110;0.574575;1.177061;1.105351;
0.617593;1.064880;0.571944;1.176246;1.104841;
0.618630;1.064660;0.569574;1.175512;1.104381;
0.619741;1.064433;0.567288;1.174804;1.103938;
0.619741;1.064433;0.567288;1.174804;1.103938;
0.619751;1.064431;0.567268;1.174798;1.103935;
0.619761;1.064429;0.567249;1.174792;1.103931;
0.619781;1.064425;0.567211;1.174780;1.103923;
0.619821;1.064417;0.567135;1.174756;1.103909;
0.619901;1.064401;0.566983;1.174709;1.103879;
0.620061;1.064370;0.566683;1.174616;1.103821;
0.620381;1.064307;0.566100;1.174435;1.103708;
0.621021;1.064185;0.564990;1.174092;1.103494;
0.622301;1.063950;0.562985;1.173470;1.103106;
0.624861;1.063513;0.559702;1.172452;1.102474;
0.627421;1.063114;0.557241;1.171690;1.102002;
0.632541;1.062396;0.553969;1.170679;1.101383;
0.637661;1.061762;0.552329;1.170177;1.101085;
0.642781;1.061179;0.551690;1.169988;1.100985;
0.647901;1.060623;0.551634;1.169980;1.100999;
0.653021;1.060082;0.551901;1.170074;1.101076;
0.663261;1.059010;0.552770;1.170366;1.101298;
0.673501;1.057936;0.553891;1.170736;1.101570;
0.693981;1.055747;0.555780;1.171367;1.102044;
0.714461;1.053531;0.557362;1.171902;1.102458;
0.734941;1.051299;0.558684;1.172355;1.102821;
0.775901;1.046833;0.560845;1.173110;1.103449;
0.816861;1.042389;0.562367;1.173663;1.103947;
0.898781;1.033775;0.564269;1.174407;1.104702;
0.944244;1.029190;0.564884;1.174679;1.105023;
0.944244;1.029190;0.564884;1.174679;1.105023;
0.944254;1.029188;0.564884;1.174679;1.105023;
0.944264;1.029187;0.564884;1.174679;1.105023;
0.944284;1.029183;0.564884;1.174679;1.105023;
0.944324;1.029174;0.564883;1.174678;1.105023;
0.944404;1.029147;0.564879;1.174678;1.105024;
0.944564;1.029060;0.564860;1.174673;1.105024;
0.944884;1.028781;0.564780;1.174653;1.105020;
0.945524;1.027945;0.564477;1.174573;1.104996;
0.946164;1.026863;0.564025;1.174451;1.104954;
0.947444;1.024452;0.562954;1.174159;1.104847;
0.948724;1.021891;0.561831;1.173853;1.104735;
0.951284;1.016850;0.559960;1.173355;1.104582;
0.953844;1.011945;0.558610;1.173017;1.104525;
0.956404;1.007203;0.557736;1.172825;1.104554;
0.958964;1.002608;0.557230;1.172744;1.104648;
0.964084;0.993794;0.556885;1.172783;1.104951;
0.969204;0.985449;0.557172;1.173009;1.105354;
0.979444;0.970001;0.558476;1.173664;1.106244;
0.989684;0.956084;0.560239;1.174432;1.107150;
0.999924;0.943548;0.561998;1.175173;1.107990;
1.010164;0.932260;0.563576;1.175833;1.108738;
1.020873;0.921573;0.565002;1.176433;1.109427;
1.020873;0.921571;0.564994;1.176432;1.109425;
1.020883;0.921561;0.564994;1.176432;1.109426;
1.020893;0.921552;0.564993;1.176432;1.109426;
1.020913;0.921532;0.564987;1.176431;1.109426;
1.020953;0.921490;0.564962;1.176424;1.109422;
1.021033;0.921397;0.564858;1.176393;1.109406;
1.021193;0.921180;0.564461;1.176272;1.109336;
1.021513;0.920651;0.563068;1.175848;1.109084;
1.021833;0.920020;0.561047;1.175229;1.108713;
1.022473;0.918597;0.555977;1.173673;1.107775;
1.023113;0.917038;0.550028;1.171843;1.106668;
1.023753;0.915425;0.543699;1.169892;1.105486;
1.024393;0.913803;0.537260;1.167902;1.104281;
1.025673;0.910611;0.524530;1.163957;1.101890;
1.026953;0.907503;0.512078;1.160082;1.099541;
1.029513;0.901571;0.488225;1.152616;1.095014;
1.032073;0.896000;0.465683;1.145508;1.090702;
1.034633;0.890768;0.444368;1.138738;1.086593;
1.037193;0.885854;0.424192;1.132285;1.082675;
1.042313;0.876888;0.386910;1.120244;1.075357;
1.047433;0.868980;0.353385;1.109283;1.068688;
1.052553;0.862016;0.323205;1.099302;1.062609;
1.057673;0.855893;0.296009;1.090212;1.057066;
1.062793;0.850516;0.271479;1.081933;1.052011;
1.067913;0.845805;0.249335;1.074392;1.047401;
1.073033;0.841685;0.229333;1.067524;1.043197;
1.078153;0.838091;0.211255;1.061268;1.039363;
1.083273;0.834967;0.194907;1.055571;1.035866;
1.088393;0.832261;0.180119;1.050383;1.032677;
1.093513;0.829927;0.166737;1.045660;1.029770;
1.103753;0.826173;0.143525;1.037402;1.024675;
1.112969;0.823707;0.126227;1.031190;1.020831;
1.122185;0.821937;0.111759;1.025953;1.017580;
1.131401;0.820727;0.099655;1.021543;1.014833;
1.140617;0.819965;0.089529;1.017832;1.012511;
1.149833;0.819554;0.081045;1.014705;1.010548;
1.159049;0.819423;0.073947;1.012075;1.008889;
1.168265;0.819511;0.068012;1.009867;1.007489;
1.177481;0.819766;0.063052;1.008013;1.006308;
1.186697;0.820147;0.058910;1.006459;1.005312;
1.195913;0.820621;0.055454;1.005157;1.004472;
1.205129;0.821158;0.052573;1.004067;1.003764;
1.223561;0.822326;0.048095;1.002364;1.002647;
1.241993;0.823548;0.044995;1.001175;1.001853;
1.260425;0.824749;0.042882;1.000356;1.001293;
1.278857;0.825881;0.041461;0.999798;1.000902;
1.297289;0.826918;0.040519;0.999423;1.000629;
1.315721;0.827846;0.039906;0.999173;1.000439;
1.334153;0.828665;0.039514;0.999010;1.000308;
1.371017;0.830006;0.039079;0.998819;1.000141;
1.407881;0.831001;0.038944;0.998748;1.000062;
1.444745;0.831719;0.038943;0.998734;1.000028;
1.481609;0.832226;0.038987;0.998741;1.000015;
1.555337;0.832866;0.039065;0.998758;1.000004;
1.629065;0.833164;0.039121;0.998773;1.000003;
1.702793;0.833287;0.039147;0.998780;1.000004;
1.776521;0.833329;0.039155;0.998782;1.000004;
1.923977;0.833358;0.039157;0.998782;1.000003;
2.000000;0.833351;0.039153;0.998781;1.000003;
