"time","InjectorGFL.PGenPu","InjectorGFL.QGenPu","InjectorGFL.UConvPu","InjectorGFL.UPccPu","PGenRefPu.y","UConvRefPu.y"
0,0.8333389297485703,0.03916859126725405,0.9987872558167199,1.000006746960555,0.8333333333333334,0.9987804448564415
0.004,0.8333384745798443,0.03916699362187472,0.9987866615789273,1.000006385809637,0.8333333333333334,0.9987804448564415
0.008,0.8333379490878643,0.03916521969648169,0.9987860021704128,1.000005985750832,0.8333333333333334,0.9987804448564415
0.012,0.8333375225086214,0.03916383594217385,0.9987854881257402,1.000005674464062,0.8333333333333334,0.9987804448564415
0.016,0.8333371704910606,0.03916273557591664,0.998785079607833,1.000005427526738,0.8333333333333334,0.9987804448564415
0.01736518049989789,0.8333370661283325,0.03916241742450646,0.9987849615430217,1.000005356250069,0.8333333333333334,0.9987804448564415
0.01736518049989789,0.8333370661283325,0.03916241742450646,0.9987849615430217,1.000005356250069,0.8333333333333334,0.9987804448564415
0.02,0.8333368429198028,0.03916172511116282,0.9987847045513267,1.000005200966364,0.8333333333333334,0.9987804448564415
0.024,0.8333365354471458,0.03916078793121026,0.9987843567681117,1.000004991008633,0.8333333333333334,0.9987804448564415
0.028,0.8333362594796427,0.03915996052955037,0.9987840498119677,1.000004805855768,0.8333333333333334,0.9987804448564415
0.032,0.8333360064413264,0.03915920704438437,0.9987837703118727,1.000004637324321,0.8333333333333334,0.9987804448564415
0.036,0.8333357769879782,0.03915853021752181,0.998783519290136,1.000004486039971,0.8333333333333334,0.9987804448564415
0.04,0.8333355682222462,0.03915791914392505,0.9987832926865494,1.000004349527813,0.8333333333333334,0.9987804448564415
0.044,0.8333353695701663,0.03915733374700916,0.9987830755780959,1.000004218688924,0.8333333333333334,0.9987804448564415
0.048,0.8333351867641494,0.03915679575324284,0.9987828760549178,1.000004098456058,0.8333333333333334,0.9987804448564415
0.052,0.8333350198041956,0.0391563051625924,0.9987826941170148,1.000003988829215,0.8333333333333334,0.9987804448564415
0.056,0.8333348686903046,0.03915586197502707,0.9987825297643871,1.000003889808396,0.8333333333333334,0.9987804448564415
0.06,0.8333347334224755,0.03915546619051903,0.9987823829970346,1.000003801393599,0.8333333333333334,0.9987804448564415
0.064,0.8333346018808683,0.03915507694581374,0.9987822386253815,1.000003714369927,0.8333333333333334,0.9987804448564415
0.068,0.8333344801617895,0.03915471479521328,0.9987821042898233,1.000003633372497,0.8333333333333334,0.9987804448564415
0.07199999999999999,0.8333343698256706,0.0391543849998573,0.9987819819460231,1.00000355958773,0.8333333333333334,0.9987804448564415
0.076,0.8333342708725106,0.0391540875597318,0.9987818715939808,1.000003493015626,0.8333333333333334,0.9987804448564415
0.08,0.8333341833023074,0.03915382247482397,0.9987817732336963,1.000003433656186,0.8333333333333334,0.9987804448564415
0.08400000000000001,0.8333340991331574,0.03915356614164531,0.9987816781106906,1.00000337623261,0.8333333333333334,0.9987804448564415
0.08799999999999999,0.8333340131346713,0.03915330309328476,0.9987815804883197,1.000003317287114,0.8333333333333334,0.9987804448564415
0.092,0.8333339327427183,0.03915305531853337,0.9987814885221803,1.000003261735517,0.8333333333333334,0.9987804448564415
0.096,0.8333338579572969,0.03915282281738597,0.9987814022122724,1.000003209577819,0.8333333333333334,0.9987804448564415
0.1,0.8333337887784062,0.03915260558983788,0.9987813215585962,1.000003160814019,0.8333333333333334,0.9987804448564415
0.104,0.8333337252060455,0.03915240363588467,0.9987812465611515,1.000003115444119,0.8333333333333334,0.9987804448564415
0.108,0.8333336672402137,0.03915221695552227,0.9987811772199382,1.000003073468117,0.8333333333333334,0.9987804448564415
0.112,0.8333336148809103,0.03915204554874686,0.9987811135349566,1.000003034886014,0.8333333333333334,0.9987804448564415
0.116,0.8333335681281343,0.03915188941555493,0.9987810555062064,1.000002999697811,0.8333333333333334,0.9987804448564415
0.12,0.8333335269818847,0.03915174855594326,0.9987810031336879,1.000002967903506,0.8333333333333334,0.9987804448564415
0.124,0.8333334914421616,0.03915162296990901,0.9987809564174009,1.0000029395031,0.8333333333333334,0.9987804448564415
0.128,0.8333334538304734,0.03915149307523647,0.9987809081151724,1.000002910168235,0.8333333333333334,0.9987804448564415
0.132,0.8333334165366526,0.0391513649666391,0.9987808604810359,1.000002881246057,0.8333333333333334,0.9987804448564415
0.136,0.8333333828771436,0.03915124710194186,0.9987808166429855,1.000002854606042,0.8333333333333334,0.9987804448564415
0.14,0.833333352851947,0.03915113948114325,0.9987807766010208,1.000002830248192,0.8333333333333334,0.9987804448564415
0.144,0.8333333264610622,0.03915104210424185,0.9987807403551422,1.000002808172505,0.8333333333333334,0.9987804448564415
0.148,0.8333333037044884,0.03915095497123621,0.9987807079053497,1.000002788378983,0.8333333333333334,0.9987804448564415
0.152,0.8333332845822266,0.03915087808212523,0.9987806792516429,1.000002770867625,0.8333333333333334,0.9987804448564415
0.156,0.8333332690942753,0.03915081143690778,0.9987806543940223,1.000002755638431,0.8333333333333334,0.9987804448564415
0.16,0.833333257240635,0.03915075503558302,0.9987806333324875,1.000002742691401,0.8333333333333334,0.9987804448564415
0.164,0.8333332490213057,0.03915070887815005,0.9987806160670386,1.000002732026535,0.8333333333333334,0.9987804448564415
0.168,0.8333332444362869,0.03915067296460826,0.9987806025976756,1.000002723643833,0.8333333333333334,0.9987804448564415
0.172,0.8333332330289499,0.03915061960784379,0.9987805826768649,1.000002711404747,0.8333333333333334,0.9987804448564415
0.176,0.8333332220131283,0.03915056790868183,0.9987805633741892,1.000002699544147,0.8333333333333334,0.9987804448564415
0.18,0.8333332126118584,0.03915052110548253,0.9987805458882282,1.000002688780014,0.8333333333333334,0.9987804448564415
0.184,0.83333320482514,0.03915047919824562,0.9987805302189818,1.000002679112349,0.8333333333333334,0.9987804448564415
0.188,0.8333331986529728,0.0391504421869707,0.9987805163664502,1.000002670541151,0.8333333333333334,0.9987804448564415
0.192,0.8333331940953571,0.0391504100716576,0.9987805043306333,1.00000266306642,0.8333333333333334,0.9987804448564415
0.196,0.8333331911522925,0.03915038285230608,0.9987804941115308,1.000002656688158,0.8333333333333334,0.9987804448564415
0.2,0.8333331898237792,0.03915036052891595,0.9987804857091431,1.000002651406362,0.8333333333333334,0.9987804448564415
0.204,0.8333331901098177,0.03915034310148715,0.99878047912347,1.000002647221034,0.8333333333333334,0.9987804448564415
0.208,0.8333331920104072,0.03915033057001943,0.9987804743545117,1.000002644132173,0.8333333333333334,0.9987804448564415
0.212,0.8333331949964533,0.03915032149984414,0.9987804708710182,1.000002641821101,0.8333333333333334,0.9987804448564415
0.216,0.8333331939559806,0.03915030202956895,0.9987804635401932,1.000002637208828,0.8333333333333334,0.9987804448564415
0.22,0.8333331935000647,0.03915028466236906,0.9987804569918929,1.000002633072647,0.8333333333333334,0.9987804448564415
0.224,0.8333331936287049,0.03915026939824427,0.9987804512261174,1.000002629412558,0.8333333333333334,0.9987804448564415
0.228,0.8333331943419016,0.03915025623719467,0.9987804462428661,1.000002626228561,0.8333333333333334,0.9987804448564415
0.232,0.8333331956396551,0.03915024517922019,0.9987804420421398,1.000002623520656,0.8333333333333334,0.9987804448564415
0.236,0.8333331975219648,0.03915023622432071,0.9987804386239378,1.000002621288843,0.8333333333333334,0.9987804448564415
0.24,0.8333331999888308,0.03915022937249626,0.9987804359882606,1.000002619533122,0.8333333333333334,0.9987804448564415
0.244,0.8333332030402535,0.03915022462374679,0.9987804341351078,1.000002618253493,0.8333333333333334,0.9987804448564415
0.248,0.8333332066762327,0.03915022197807243,0.9987804330644797,1.000002617449956,0.8333333333333334,0.9987804448564415
0.252,0.8333332108967683,0.03915022143547293,0.9987804327763763,1.00000261712251,0.8333333333333334,0.9987804448564415
0.256,0.8333332149712498,0.03915022258974532,0.9987804331318371,1.000002617208115,0.8333333333333334,0.9987804448564415
0.26,0.8333332175622682,0.03915022353966008,0.998780433439395,1.000002617314235,0.8333333333333334,0.9987804448564415
0.264,0.8333332201532864,0.03915022448957471,0.9987804337469532,1.000002617420356,0.8333333333333334,0.9987804448564415
0.268,0.8333332227443048,0.03915022543948939,0.9987804340545113,1.000002617526476,0.8333333333333334,0.9987804448564415
0.272,0.8333332253353228,0.03915022638940411,0.9987804343620693,1.000002617632596,0.8333333333333334,0.9987804448564415
0.276,0.8333332279263411,0.03915022733931878,0.9987804346696274,1.000002617738716,0.8333333333333334,0.9987804448564415
0.28,0.8333332305173595,0.03915022828923354,0.9987804349771855,1.000002617844837,0.8333333333333334,0.9987804448564415
0.284,0.8333332331083776,0.03915022923914818,0.9987804352847437,1.000002617950957,0.8333333333333334,0.9987804448564415
0.288,0.8333332356993959,0.0391502301890629,0.9987804355923018,1.000002618057078,0.8333333333333334,0.9987804448564415
0.292,0.8333332382904142,0.03915023113897759,0.9987804358998599,1.000002618163198,0.8333333333333334,0.9987804448564415
0.296,0.8333332408814325,0.03915023208889234,0.998780436207418,1.000002618269318,0.8333333333333334,0.9987804448564415
0.3,0.8333332434724507,0.03915023303880698,0.9987804365149761,1.000002618375438,0.8333333333333334,0.9987804448564415
0.304,0.8333332460634689,0.03915023398872168,0.9987804368225341,1.000002618481559,0.8333333333333334,0.9987804448564415
0.308,0.8333332486544873,0.03915023493863638,0.9987804371300922,1.000002618587679,0.8333333333333334,0.9987804448564415
0.312,0.8333332512455056,0.03915023588855111,0.9987804374376503,1.0000026186938,0.8333333333333334,0.9987804448564415
0.316,0.8333332538365238,0.03915023683846579,0.9987804377452084,1.00000261879992,0.8333333333333334,0.9987804448564415
0.32,0.8333332564275421,0.03915023778838046,0.9987804380527664,1.00000261890604,0.8333333333333334,0.9987804448564415
0.324,0.8333332590185606,0.03915023873829521,0.9987804383603245,1.000002619012161,0.8333333333333334,0.9987804448564415
0.328,0.8333332616095787,0.03915023968820988,0.9987804386678826,1.000002619118281,0.8333333333333334,0.9987804448564415
0.332,0.8333332642005969,0.03915024063812456,0.9987804389754408,1.000002619224401,0.8333333333333334,0.9987804448564415
0.336,0.8333332667916153,0.03915024158803925,0.9987804392829988,1.000002619330522,0.8333333333333334,0.9987804448564415
0.34,0.8333332693826335,0.03915024253795399,0.998780439590557,1.000002619436642,0.8333333333333334,0.9987804448564415
0.344,0.8333332707822598,0.03915024300735555,0.9987804397401848,1.000002619483499,0.8333333333333334,0.9987804448564415
0.348,0.8333332717132842,0.03915024328776011,0.9987804398276953,1.000002619507046,0.8333333333333334,0.9987804448564415
0.352,0.8333332726443083,0.03915024356816472,0.9987804399152059,1.000002619530593,0.8333333333333334,0.9987804448564415
0.356,0.8333332735753325,0.03915024384856927,0.9987804400027164,1.00000261955414,0.8333333333333334,0.9987804448564415
0.36,0.8333332745063565,0.03915024412897387,0.9987804400902266,1.000002619577687,0.8333333333333334,0.9987804448564415
0.364,0.8333332754373807,0.03915024440937843,0.998780440177737,1.000002619601233,0.8333333333333334,0.9987804448564415
0.368,0.833333276368405,0.03915024468978298,0.9987804402652475,1.00000261962478,0.8333333333333334,0.9987804448564415
0.372,0.8333332772994291,0.03915024497018756,0.9987804403527579,1.000002619648327,0.8333333333333334,0.9987804448564415
0.376,0.8333332782304532,0.03915024525059215,0.9987804404402684,1.000002619671874,0.8333333333333334,0.9987804448564415
0.38,0.8333332791614775,0.03915024553099672,0.9987804405277787,1.000002619695421,0.8333333333333334,0.9987804448564415
0.384,0.8333332800925016,0.03915024581140129,0.9987804406152893,1.000002619718968,0.8333333333333334,0.9987804448564415
0.388,0.8333332810235257,0.03915024609180579,0.9987804407027996,1.000002619742515,0.8333333333333334,0.9987804448564415
0.392,0.83333328195455,0.03915024637221041,0.9987804407903101,1.000002619766062,0.8333333333333334,0.9987804448564415
0.396,0.8333332828855742,0.03915024665261498,0.9987804408778206,1.000002619789609,0.8333333333333334,0.9987804448564415
0.4,0.8333332838165985,0.03915024693301958,0.998780440965331,1.000002619813156,0.8333333333333334,0.9987804448564415
0.404,0.8333332847476227,0.03915024721342415,0.9987804410528414,1.000002619836703,0.8333333333333334,0.9987804448564415
0.408,0.8333332856786467,0.03915024749382872,0.9987804411403518,1.00000261986025,0.8333333333333334,0.9987804448564415
0.412,0.8333332866096708,0.03915024777423323,0.9987804412278622,1.000002619883797,0.8333333333333334,0.9987804448564415
0.416,0.8333332875406949,0.03915024805463785,0.9987804413153726,1.000002619907344,0.8333333333333334,0.9987804448564415
0.42,0.8333332884717193,0.03915024833504242,0.9987804414028831,1.000002619930891,0.8333333333333334,0.9987804448564415
0.424,0.8333332894027434,0.03915024861544698,0.9987804414903935,1.000002619954438,0.8333333333333334,0.9987804448564415
0.428,0.8333332903337675,0.03915024889585154,0.9987804415779039,1.000002619977985,0.8333333333333334,0.9987804448564415
0.432,0.8333332912647916,0.03915024917625614,0.9987804416654145,1.000002620001532,0.8333333333333334,0.9987804448564415
0.436,0.8333332921958158,0.03915024945666069,0.9987804417529248,1.000002620025078,0.8333333333333334,0.9987804448564415
0.44,0.8333332931268401,0.03915024973706528,0.9987804418404354,1.000002620048626,0.8333333333333334,0.9987804448564415
0.444,0.8333332940578642,0.03915025001746985,0.9987804419279457,1.000002620072172,0.8333333333333334,0.9987804448564415
0.448,0.8333332949888882,0.0391502502978744,0.9987804420154561,1.000002620095719,0.8333333333333334,0.9987804448564415
0.452,0.8333332959199126,0.03915025057827897,0.9987804421029666,1.000002620119266,0.8333333333333334,0.9987804448564415
0.456,0.8333332968509368,0.03915025085868356,0.998780442190477,1.000002620142813,0.8333333333333334,0.9987804448564415
0.46,0.8333332977819609,0.03915025113908809,0.9987804422779873,1.00000262016636,0.8333333333333334,0.9987804448564415
0.464,0.8333332987129849,0.03915025141949265,0.9987804423654978,1.000002620189907,0.8333333333333334,0.9987804448564415
0.468,0.8333332996440094,0.0391502516998973,0.9987804424530082,1.000002620213454,0.8333333333333334,0.9987804448564415
0.472,0.8333333005750336,0.03915025198030188,0.9987804425405186,1.000002620237001,0.8333333333333334,0.9987804448564415
0.476,0.8333333015060578,0.03915025226070645,0.9987804426280292,1.000002620260548,0.8333333333333334,0.9987804448564415
0.48,0.8333333024370819,0.03915025254111103,0.9987804427155396,1.000002620284095,0.8333333333333334,0.9987804448564415
0.484,0.833333303368106,0.03915025282151558,0.99878044280305,1.000002620307642,0.8333333333333334,0.9987804448564415
0.488,0.83333330429913,0.03915025310192013,0.9987804428905604,1.000002620331189,0.8333333333333334,0.9987804448564415
0.492,0.8333333052301545,0.03915025338232474,0.9987804429780709,1.000002620354736,0.8333333333333334,0.9987804448564415
0.496,0.8333333061611785,0.0391502536627293,0.9987804430655814,1.000002620378283,0.8333333333333334,0.9987804448564415
0.5,0.8333333070922025,0.03915025394313387,0.9987804431530917,1.00000262040183,0.8333333333333334,0.9987804448564415
0.5,0.8333333070922025,0.03915025394313387,0.9987804431530917,1.00000262040183,0.8333333333333334,0.9987804448564415
0.500000000150001,0.8333333070922025,0.03915025394313387,0.9987804431530917,1.00000262040183,0.8333333333333334,0.9987804448564415
0.500000000150001,0,0,0.1277111813028635,0,0.8333333333333334,0.9987804448564415
0.504,0,0,0.1277111822786786,0,0.8333333333333334,0.9987804448564415
0.508,0,0,0.1277111822428416,0,0.8333333333333334,0.9987804448564415
0.512,0,0,0.1277111822005662,0,0.8333333333333334,0.9987804448564415
0.516,0,0,0.1277111821599396,0,0.8333333333333334,0.9987804448564415
0.52,0,0,0.1277111821209772,0,0.8333333333333334,0.9987804448564415
0.524,0,0,0.1277111820836132,0,0.8333333333333334,0.9987804448564415
0.528,0,0,0.1277111820477819,0,0.8333333333333334,0.9987804448564415
0.532,0,0,0.1277111820134203,0,0.8333333333333334,0.9987804448564415
0.536,0,0,0.1277111819804682,0,0.8333333333333334,0.9987804448564415
0.54,0,0,0.127711181948868,0,0.8333333333333334,0.9987804448564415
0.544,0,0,0.1277111819185638,0,0.8333333333333334,0.9987804448564415
0.548,0,0,0.1277111818894995,0,0.8333333333333334,0.9987804448564415
0.552,0,0,0.1277111818616229,0,0.8333333333333334,0.9987804448564415
0.556,0,0,0.1277111818348728,0,0.8333333333333334,0.9987804448564415
0.5600000000000001,0,0,0.1277111818108436,0,0.8333333333333334,0.9987804448564415
0.5639999999999999,0,0,0.1277111817877383,0,0.8333333333333334,0.9987804448564415
0.5679999999999999,0,0,0.1277111817646331,0,0.8333333333333334,0.9987804448564415
0.572,0,0,0.1277111817453755,0,0.8333333333333334,0.9987804448564415
0.576,0,0,0.1277111817266693,0,0.8333333333333334,0.9987804448564415
0.58,0,0,0.1277111817079631,0,0.8333333333333334,0.9987804448564415
0.584,0,0,0.1277111816892569,0,0.8333333333333334,0.9987804448564415
0.588,0,0,0.1277111816705508,0,0.8333333333333334,0.9987804448564415
0.592,0,0,0.1277111816534009,0,0.8333333333333334,0.9987804448564415
0.596,0,0,0.1277111816406785,0,0.8333333333333334,0.9987804448564415
0.6,0,0,0.127711181627956,0,0.8333333333333334,0.9987804448564415
0.6000000001600033,0,0,0.127711181627956,0,0.8333333333333334,0.9987804448564415
0.6000000001600033,0.8333332026557051,0.03914953054079863,0.9987801720794223,1.000002452115446,0.8333333333333334,0.9987804448564415
0.6000000001700063,0.8333332026557012,0.03914953054077856,0.9987801720794147,1.000002452115442,0.8333333333333334,0.9987804448564415
0.6000000001700063,0.8333332026557012,0.03914953054077856,0.9987801720794147,1.000002452115442,0.8333333333333334,0.9987804448564415
0.6000001352114248,0.8333420408518128,0.03917366396361018,0.9987891097292659,1.000007815676071,0.8333333333333334,0.9987804448564415
0.6000001352114248,0.8333420408518128,0.03917366396361018,0.9987891097292659,1.000007815676071,0.8333333333333334,0.9987804448564415
0.604,0.8859842815737798,0.1896026820203129,1.052783674954342,1.032452142617666,0.8333333333333334,0.9987804448564415
0.608,0.8816550690843028,0.1742287324572315,1.047398521184164,1.029184011603091,0.8333333333333334,0.9987804448564415
0.612,0.8774375465564945,0.1602717906576964,1.042486289777447,1.026212024433634,0.8333333333333334,0.9987804448564415
0.6159392375502897,0.8738070732953536,0.1489459462381665,1.038483569176956,1.023796959442048,0.8333333333333334,0.9987804448564415
0.6159392375502897,0.8738070732953536,0.1489459462381665,1.038483569176956,1.023796959442048,0.8333333333333334,0.9987804448564415
0.616,0.8737545537133496,0.1487866435422606,1.038427164998627,1.02376297450344,0.8333333333333334,0.9987804448564415
0.62,0.8704979955664629,0.1391447658917085,1.035007890379937,1.021705289035006,0.8333333333333334,0.9987804448564415
0.624,0.8675851406853736,0.1308719891695158,1.032065567524535,1.019938462302264,0.8333333333333334,0.9987804448564415
