"time","InjectorGFL.PGenPu","InjectorGFL.QGenPu","InjectorGFL.UConvPu","InjectorGFL.UPccPu"
0.368,0.8333332765740076,0.03915025273108291,0.9987804432973268,1.000002621540158
0.369,0.8333332768188767,0.03915025276309909,0.998780443304586,1.00000262153636
0.37,0.8333332770637456,0.03915025279511518,0.998780443311845,1.000002621532563
0.371,0.8333332773086144,0.03915025282713131,0.9987804433191041,1.000002621528766
0.372,0.8333332775534835,0.03915025285914742,0.9987804433263632,1.000002621524968
0.373,0.8333332777983524,0.03915025289116353,0.9987804433336221,1.000002621521171
0.374,0.8333332780432212,0.03915025292317968,0.9987804433408812,1.000002621517373
0.375,0.8333332782880901,0.03915025295519581,0.9987804433481403,1.000002621513576
0.376,0.8333332785329592,0.03915025298721193,0.9987804433553994,1.000002621509779
0.377,0.833333278777828,0.03915025301922807,0.9987804433626585,1.000002621505981
0.378,0.8333332790226969,0.0391502530512442,0.9987804433699176,1.000002621502184
0.379,0.8333332792675658,0.0391502530832603,0.9987804433771766,1.000002621498387
0.38,0.8333332795124349,0.03915025311527646,0.9987804433844356,1.000002621494589
0.381,0.8333332797573036,0.03915025314729255,0.9987804433916947,1.000002621490792
0.382,0.8333332800021724,0.03915025317930867,0.9987804433989538,1.000002621486994
0.383,0.8333332802470416,0.03915025321132484,0.9987804434062126,1.000002621483197
0.384,0.8333332804919102,0.03915025324334091,0.9987804434134717,1.0000026214794
0.385,0.8333332807367793,0.03915025327535703,0.9987804434207309,1.000002621475602
0.386,0.8333332809816484,0.03915025330737318,0.9987804434279899,1.000002621471805
0.387,0.8333332812265171,0.0391502533393893,0.9987804434352489,1.000002621468007
0.388,0.833333281471386,0.03915025337140542,0.998780443442508,1.00000262146421
0.389,0.8333332817162552,0.0391502534034216,0.998780443449767,1.000002621460413
0.39,0.8333332819611237,0.03915025343543764,0.9987804434570261,1.000002621456615
0.391,0.8333332822059928,0.03915025346745382,0.9987804434642851,1.000002621452818
0.392,0.833333282450862,0.03915025349946999,0.9987804434715443,1.000002621449021
0.393,0.8333332826957307,0.03915025353148602,0.9987804434788033,1.000002621445223
0.394,0.8333332829405996,0.0391502535635022,0.9987804434860623,1.000002621441426
0.395,0.8333332831854688,0.03915025359551837,0.9987804434933215,1.000002621437629
0.396,0.8333332834303373,0.0391502536275344,0.9987804435005805,1.000002621433831
0.397,0.8333332836752064,0.03915025365955059,0.9987804435078396,1.000002621430034
0.398,0.8333332839200754,0.0391502536915667,0.9987804435150986,1.000002621426236
0.399,0.833333284164944,0.03915025372358273,0.9987804435223576,1.000002621422439
0.4,0.833333284409813,0.03915025375559896,0.9987804435296168,1.000002621418642
0.401,0.8333332846546823,0.03915025378761509,0.9987804435368758,1.000002621414844
0.402,0.8333332848995508,0.03915025381963114,0.9987804435441349,1.000002621411047
0.403,0.8333332851444198,0.03915025385164731,0.9987804435513939,1.000002621407249
0.404,0.833333285389289,0.03915025388366348,0.9987804435586528,1.000002621403452
0.405,0.8333332856341577,0.03915025391567956,0.9987804435659119,1.000002621399655
0.406,0.8333332858790267,0.03915025394769569,0.998780443573171,1.000002621395857
0.407,0.8333332861238956,0.03915025397971181,0.9987804435804299,1.00000262139206
0.408,0.8333332863687645,0.03915025401172793,0.998780443587689,1.000002621388262
0.409,0.8333332866136334,0.03915025404374408,0.9987804435949482,1.000002621384465
0.41,0.8333332868585024,0.0391502540757602,0.9987804436022072,1.000002621380668
0.411,0.8333332871033713,0.03915025410777632,0.9987804436094663,1.00000262137687
0.412,0.8333332873482402,0.03915025413979246,0.9987804436167254,1.000002621373073
0.413,0.8333332875931092,0.03915025417180856,0.9987804436239844,1.000002621369276
0.414,0.8333332878379779,0.03915025420382469,0.9987804436312434,1.000002621365478
0.415,0.8333332880828468,0.0391502542358408,0.9987804436385025,1.000002621361681
0.416,0.8333332883277158,0.03915025426785693,0.9987804436457616,1.000002621357883
0.417,0.8333332885725847,0.03915025429987305,0.9987804436530205,1.000002621354086
0.418,0.8333332888174536,0.03915025433188919,0.9987804436602796,1.000002621350289
0.419,0.8333332890623226,0.03915025436390529,0.9987804436675387,1.000002621346491
0.42,0.8333332893071915,0.03915025439592147,0.9987804436747978,1.000002621342694
0.421,0.8333332895520603,0.03915025442793758,0.9987804436820568,1.000002621338896
0.422,0.8333332897969293,0.03915025445995367,0.998780443689316,1.000002621335099
0.423,0.8333332900417983,0.03915025449196981,0.9987804436965749,1.000002621331302
0.424,0.8333332902866672,0.03915025452398595,0.998780443703834,1.000002621327504
0.425,0.8333332905315362,0.03915025455600205,0.9987804437110931,1.000002621323707
0.426,0.8333332907764051,0.0391502545880182,0.9987804437183521,1.00000262131991
0.427,0.833333291021274,0.03915025462003436,0.998780443725611,1.000002621316112
0.428,0.833333291266143,0.03915025465205046,0.9987804437328701,1.000002621312315
0.429,0.8333332915110119,0.0391502546840666,0.9987804437401292,1.000002621308517
0.43,0.8333332917558808,0.03915025471608271,0.9987804437473883,1.00000262130472
0.431,0.8333332920007495,0.03915025474809881,0.9987804437546474,1.000002621300923
0.432,0.8333332922456185,0.03915025478011492,0.9987804437619064,1.000002621297125
0.433,0.8333332924904876,0.03915025481213108,0.9987804437691655,1.000002621293328
0.434,0.8333332927353563,0.03915025484414719,0.9987804437764246,1.000002621289531
0.435,0.8333332929802252,0.03915025487616332,0.9987804437836835,1.000002621285733
0.436,0.8333332932250944,0.03915025490817947,0.9987804437909427,1.000002621281936
0.437,0.8333332934699629,0.03915025494019551,0.9987804437982016,1.000002621278138
0.438,0.8333332937148321,0.03915025497221168,0.9987804438054607,1.000002621274341
0.439,0.833333293959701,0.0391502550042278,0.9987804438127199,1.000002621270544
0.44,0.8333332942045699,0.03915025503624395,0.9987804438199789,1.000002621266746
0.441,0.8333332944494388,0.03915025506826002,0.998780443827238,1.000002621262949
0.442,0.8333332946943076,0.03915025510027619,0.998780443834497,1.000002621259152
0.443,0.8333332949391765,0.03915025513229231,0.9987804438417561,1.000002621255354
0.444,0.8333332951840458,0.03915025516430846,0.9987804438490151,1.000002621251557
0.445,0.8333332954289147,0.03915025519632458,0.9987804438562741,1.00000262124776
0.446,0.8333332956737833,0.0391502552283407,0.9987804438635332,1.000002621243962
0.447,0.8333332959186525,0.03915025526035684,0.9987804438707922,1.000002621240164
0.448,0.8333332961635213,0.03915025529237296,0.9987804438780512,1.000002621236367
