 0.0000000E+000  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.5000000E-003  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.1000000E-002  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.2000000E-002  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.3000000E-002  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.4000000E-002  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.5000000E-002  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.6000000E-002  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.7000000E-002  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.8000000E-002  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.9000000E-002  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.1000000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.1100000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.1200000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.1300000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.1400000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.1500000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.1600000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.1700000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.1800000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.1900000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.2000000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.2100000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.2200000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.2300000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.2400000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.2500000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.2600000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.2700000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
 0.2800000E-001  0.1016485E+001  0.1018446E+001  0.1000550E+001  0.1068698E+001  0.1037386E+001  ;
