time;GFLVSC_injectorGFL_PGenPu;GFLVSC_injectorGFL_QGenPu;GFLVSC_injectorGFL_UConvPu;GFLVSC_injectorGFL_UPccPu;
0.531551;0.971210;0.046009;0.998326;0.994562;
0.531591;0.971330;0.045983;0.998313;0.994549;
0.531671;0.971552;0.045925;0.998286;0.994522;
0.531831;0.971933;0.045789;0.998225;0.994467;
0.532151;0.972490;0.045440;0.998079;0.994351;
0.532791;0.973063;0.044492;0.997705;0.994087;
0.533431;0.973161;0.043298;0.997249;0.993789;
0.534711;0.972885;0.040682;0.996261;0.993165;
0.535991;0.972327;0.038060;0.995277;0.992555;
0.537271;0.971775;0.035694;0.994388;0.992006;
0.538551;0.971312;0.033671;0.993628;0.991536;
0.539170;0.971118;0.032808;0.993303;0.991335;
0.539170;0.971118;0.032808;0.993303;0.991335;
0.539180;0.971115;0.032795;0.993298;0.991332;
0.539190;0.971112;0.032782;0.993294;0.991329;
0.539210;0.971106;0.032756;0.993284;0.991323;
0.539250;0.971095;0.032704;0.993264;0.991310;
0.539330;0.971073;0.032601;0.993225;0.991286;
0.539490;0.971029;0.032399;0.993149;0.991239;
0.539810;0.970944;0.032011;0.993003;0.991149;
0.540450;0.970789;0.031292;0.992733;0.990981;
0.541730;0.970523;0.030057;0.992267;0.990692;
0.544290;0.970136;0.028250;0.991585;0.990269;
0.546850;0.969911;0.027174;0.991179;0.990017;
0.551970;0.969769;0.026419;0.990894;0.989839;
0.557090;0.969923;0.026988;0.991108;0.989971;
0.562210;0.970239;0.028289;0.991598;0.990273;
0.567330;0.970631;0.029933;0.992217;0.990656;
0.572450;0.971045;0.031686;0.992877;0.991063;
0.577570;0.971451;0.033417;0.993528;0.991465;
0.587810;0.972183;0.036551;0.994705;0.992193;
0.598050;0.972800;0.039206;0.995701;0.992809;
0.618530;0.973716;0.043170;0.997186;0.993727;
0.639010;0.974289;0.045679;0.998125;0.994308;
0.659490;0.974622;0.047163;0.998680;0.994651;
0.679970;0.974798;0.047977;0.998984;0.994839;
0.700450;0.974878;0.048373;0.999133;0.994932;
0.720930;0.974899;0.048521;0.999188;0.994966;
0.741410;0.974888;0.048527;0.999191;0.994968;
0.782370;0.974832;0.048388;0.999140;0.994938;
0.823330;0.974754;0.048147;0.999050;0.994883;
0.864290;0.974687;0.047949;0.998976;0.994839;
0.946210;0.974597;0.047721;0.998892;0.994788;
1.028130;0.974532;0.047587;0.998843;0.994759;
1.110050;0.974483;0.047510;0.998815;0.994743;
1.273890;0.974415;0.047449;0.998794;0.994732;
1.437730;0.974364;0.047424;0.998785;0.994729;
1.765410;0.974292;0.047409;0.998781;0.994729;
2.000000;0.974251;0.047404;0.998781;0.994731;
